"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Greater Manchester","Male","2435","2380","37440","32920"
"In post","2023","50-59","Hampshire and Isle of Wight","Female","2510","2285","33590","28130"
"In post","2023","50-59","Hampshire and Isle of Wight","Male","2470","2370","38090","34300"
"In post","2023","50-59","Herefordshire, Worcestershire and Warwickshire","Female","755","690","30320","28120"
"In post","2023","50-59","Herefordshire, Worcestershire and Warwickshire","Male","625","610","33250","30320"
"In post","2023","50-59","Highlands and Islands","Female","355","325","30510","28120"
"In post","2023","50-59","Highlands and Islands","Male","355","345","33000","29560"
"In post","2023","50-59","Inner London - East","Female","2655","2525","43410","39110"
"In post","2023","50-59","Inner London - East","Male","2250","2215","49140","42290"
"In post","2023","50-59","Inner London - West","Female","5625","5380","51150","45540"
"In post","2023","50-59","Inner London - West","Male","5570","5520","55150","54330"
"In post","2023","50-59","Kent","Female","1385","1280","31550","29600"
"In post","2023","50-59","Kent","Male","1380","1330","33520","31780"
"In post","2023","50-59","Lancashire","Female","3170","2835","31340","28120"
"In post","2023","50-59","Lancashire","Male","2005","1930","34460","28880"
"In post","2023","50-59","Leicestershire, Rutland and Northamptonshire","Female","1070","965","29150","28080"
"In post","2023","50-59","Leicestershire, Rutland and Northamptonshire","Male","700","680","33720","30440"
"In post","2023","50-59","Lincolnshire","Female","550","505","29710","28120"
"In post","2023","50-59","Lincolnshire","Male","535","525","33830","31920"
"In post","2023","50-59","Merseyside","Female","3780","3415","31500","28120"
"In post","2023","50-59","Merseyside","Male","2270","2205","34360","28130"
"In post","2023","50-59","North Eastern Scotland","Female","255","235","36150","30340"
"In post","2023","50-59","North Eastern Scotland","Male","325","315","45570","37420"
"In post","2023","50-59","North Yorkshire","Female","805","750","35100","29150"
"In post","2023","50-59","North Yorkshire","Male","775","760","35710","31730"
"In post","2023","50-59","Northern Ireland","Female","570","530","33230","29730"
"In post","2023","50-59","Northern Ireland","Male","685","670","30540","26410"
"In post","2023","50-59","Northumberland, and Tyne and Wear","Female","3850","3345","31210","28120"
"In post","2023","50-59","Northumberland, and Tyne and Wear","Male","2535","2435","35540","29730"
"In post","2023","50-59","Outer London - East and North East","Female","835","760","32450","32520"
"In post","2023","50-59","Outer London - East and North East","Male","535","530","34340","32520"
"In post","2023","50-59","Outer London - South","Female","2235","2100","39730","34370"
"In post","2023","50-59","Outer London - South","Male","1565","1545","44630","39790"
"In post","2023","50-59","Outer London - West and North West","Female","1310","1205","35700","32520"
"In post","2023","50-59","Outer London - West and North West","Male","1220","1180","37040","32520"
"In post","2023","50-59","Overseas","Female","330","330","58840","57720"
"In post","2023","50-59","Overseas","Male","560","560","56300","54020"
"In post","2023","50-59","Shropshire and Staffordshire","Female","1530","1405","33480","28120"
"In post","2023","50-59","Shropshire and Staffordshire","Male","1415","1380","36820","32920"
"In post","2023","50-59","South Yorkshire","Female","1820","1635","33310","28120"
"In post","2023","50-59","South Yorkshire","Male","1285","1245","36690","32920"
"In post","2023","50-59","Southern Scotland","Female","1115","985","30940","28120"
"In post","2023","50-59","Southern Scotland","Male","730","700","35020","29560"
"In post","2023","50-59","Surrey, East and West Sussex","Female","1510","1365","32990","28180"
"In post","2023","50-59","Surrey, East and West Sussex","Male","1280","1230","36010","32920"
"In post","2023","50-59","Tees Valley and Durham","Female","1845","1645","30720","28120"
"In post","2023","50-59","Tees Valley and Durham","Male","1245","1190","33900","32920"
"In post","2023","50-59","Unknown","Female","155","150","34260","29720"
"In post","2023","50-59","Unknown","Male","575","565","45830","42400"
"In post","2023","50-59","West Central Scotland","Female","3290","2965","33620","28120"
"In post","2023","50-59","West Central Scotland","Male","2765","2685","36890","34170"
"In post","2023","50-59","West Midlands","Female","3220","2900","32710","28120"
"In post","2023","50-59","West Midlands","Male","2080","2020","36590","31030"
"In post","2023","50-59","West Wales and The Valleys","Female","2895","2610","30890","28120"
"In post","2023","50-59","West Wales and The Valleys","Male","1760","1705","35440","28120"
"In post","2023","50-59","West Yorkshire","Female","2845","2585","35270","29050"
"In post","2023","50-59","West Yorkshire","Male","2065","2000","38600","34430"
"In post","2023","60-64","Bedfordshire and Hertfordshire","Female","290","245","33040","30340"
"In post","2023","60-64","Bedfordshire and Hertfordshire","Male","190","175","35720","31450"
"In post","2023","60-64","Berkshire, Buckinghamshire and Oxfordshire","Female","470","400","32690","29120"
"In post","2023","60-64","Berkshire, Buckinghamshire and Oxfordshire","Male","465","430","36340","32840"
"In post","2023","60-64","Cheshire","Female","180","145","28760","26420"
"In post","2023","60-64","Cheshire","Male","185","155","36350","33530"
"In post","2023","60-64","Cornwall and Isles of Scilly","Female","105","85","27230","28120"
"In post","2023","60-64","Cornwall and Isles of Scilly","Male","130","120","29360","27470"
"In post","2023","60-64","Cumbria","Female","120","95","26930","23230"
"In post","2023","60-64","Cumbria","Male","110","95","32800","28120"
"In post","2023","60-64","Derbyshire and Nottinghamshire","Female","605","485","29940","28120"
"In post","2023","60-64","Derbyshire and Nottinghamshire","Male","505","435","34340","28960"
"In post","2023","60-64","Devon","Female","415","320","29080","26650"
"In post","2023","60-64","Devon","Male","465","395","33900","30200"
"In post","2023","60-64","Dorset and Somerset","Female","300","245","30010","28120"
"In post","2023","60-64","Dorset and Somerset","Male","375","330","33040","29640"
"In post","2023","60-64","East Anglia","Female","600","510","28600","26960"
"In post","2023","60-64","East Anglia","Male","710","620","33240","29570"
"In post","2023","60-64","East Wales","Female","825","655","31680","28070"
"In post","2023","60-64","East Wales","Male","715","615","35990","30610"
"In post","2023","60-64","East Yorkshire and Northern Lincolnshire","Female","210","160","27470","28120"
"In post","2023","60-64","East Yorkshire and Northern Lincolnshire","Male","290","235","31910","28530"
"In post","2023","60-64","Eastern Scotland","Female","785","630","34230","28120"
"In post","2023","60-64","Eastern Scotland","Male","835","700","38010","35000"
"In post","2023","60-64","Essex","Female","255","205","31030","30560"
"In post","2023","60-64","Essex","Male","185","160","32050","31280"
"In post","2023","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Female","940","800","34700","30340"
"In post","2023","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1390","1235","43220","41320"
"In post","2023","60-64","Greater Manchester","Female","905","715","29530","28120"
"In post","2023","60-64","Greater Manchester","Male","650","545","33650","28130"
"In post","2023","60-64","Hampshire and Isle of Wight","Female","795","640","28540","25950"
"In post","2023","60-64","Hampshire and Isle of Wight","Male","1035","905","35200","32920"
"In post","2023","60-64","Herefordshire, Worcestershire and Warwickshire","Female","225","180","28990","27640"
"In post","2023","60-64","Herefordshire, Worcestershire and Warwickshire","Male","185","165","30590","28070"
"In post","2023","60-64","Highlands and Islands","Female","115","95","30050","28120"
"In post","2023","60-64","Highlands and Islands","Male","135","115","30970","28120"
"In post","2023","60-64","Inner London - East","Female","720","625","38890","33820"
"In post","2023","60-64","Inner London - East","Male","700","640","45710","40330"
"In post","2023","60-64","Inner London - West","Female","1350","1230","44610","38020"
"In post","2023","60-64","Inner London - West","Male","1385","1285","52960","47200"
"In post","2023","60-64","Kent","Female","385","315","29990","27650"
"In post","2023","60-64","Kent","Male","405","335","32650","30260"
"In post","2023","60-64","Lancashire","Female","845","650","28060","27470"
"In post","2023","60-64","Lancashire","Male","570","455","32800","28120"
"In post","2023","60-64","Leicestershire, Rutland and Northamptonshire","Female","325","265","27130","25340"
"In post","2023","60-64","Leicestershire, Rutland and Northamptonshire","Male","240","205","30470","28120"
"In post","2023","60-64","Lincolnshire","Female","175","150","26690","23360"
"In post","2023","60-64","Lincolnshire","Male","215","190","31120","28120"
"In post","2023","60-64","Merseyside","Female","1225","945","27880","25830"
"In post","2023","60-64","Merseyside","Male","725","620","31390","28120"
"In post","2023","60-64","North Eastern Scotland","Female","70","50","30740","28110"
"In post","2023","60-64","North Eastern Scotland","Male","95","80","43620","38330"
"In post","2023","60-64","North Yorkshire","Female","205","175","32590","27810"
"In post","2023","60-64","North Yorkshire","Male","285","260","31080","28120"
"In post","2023","60-64","Northern Ireland","Female","110","90","30530","27890"
"In post","2023","60-64","Northern Ireland","Male","185","160","30740","27650"
"In post","2023","60-64","Northumberland, and Tyne and Wear","Female","1510","1090","26980","22520"
"In post","2023","60-64","Northumberland, and Tyne and Wear","Male","825","675","30740","28120"
"In post","2023","60-64","Outer London - East and North East","Female","305","245","30760","30930"
"In post","2023","60-64","Outer London - East and North East","Male","170","155","33540","32520"
"In post","2023","60-64","Outer London - South","Female","665","580","35630","31680"
"In post","2023","60-64","Outer London - South","Male","505","455","41310","36540"
"In post","2023","60-64","Outer London - West and North West","Female","470","385","33810","31230"
"In post","2023","60-64","Outer London - West and North West","Male","435","370","35940","32250"
"In post","2023","60-64","Overseas","Female","45","45","65520","56880"
"In post","2023","60-64","Overseas","Male","115","115","58060","53770"
"In post","2023","60-64","Shropshire and Staffordshire","Female","450","365","30710","28120"
"In post","2023","60-64","Shropshire and Staffordshire","Male","490","430","33780","30470"
"In post","2023","60-64","South Yorkshire","Female","485","365","29370","27530"
"In post","2023","60-64","South Yorkshire","Male","315","260","33560","28820"
"In post","2023","60-64","Southern Scotland","Female","395","295","28900","27740"
"In post","2023","60-64","Southern Scotland","Male","275","230","32200","28600"
"In post","2023","60-64","Surrey, East and West Sussex","Female","470","380","30250","28120"
"In post","2023","60-64","Surrey, East and West Sussex","Male","460","390","33980","29080"
"In post","2023","60-64","Tees Valley and Durham","Female","550","415","28320","25990"
"In post","2023","60-64","Tees Valley and Durham","Male","400","300","30940","29050"
"In post","2023","60-64","Unknown","Female","30","25","39330","34800"
"In post","2023","60-64","Unknown","Male","185","180","44120","40690"
"In post","2023","60-64","West Central Scotland","Female","1000","765","29820","26650"
"In post","2023","60-64","West Central Scotland","Male","835","685","33300","28120"
"In post","2023","60-64","West Midlands","Female","1045","830","30110","28120"
"In post","2023","60-64","West Midlands","Male","630","545","33610","28120"
"In post","2023","60-64","West Wales and The Valleys","Female","1030","765","27660","25620"
"In post","2023","60-64","West Wales and The Valleys","Male","615","515","33830","28120"
"In post","2023","60-64","West Yorkshire","Female","780","595","30770","28120"
"In post","2023","60-64","West Yorkshire","Male","570","465","35080","31250"
"In post","2023","65+","Bedfordshire and Hertfordshire","Female","105","80","29520","28360"
"In post","2023","65+","Bedfordshire and Hertfordshire","Male","85","70","36090","31420"
"In post","2023","65+","Berkshire, Buckinghamshire and Oxfordshire","Female","185","145","30900","27520"
"In post","2023","65+","Berkshire, Buckinghamshire and Oxfordshire","Male","205","165","37220","33990"
"In post","2023","65+","Cheshire","Female","60","45","28960","25340"
"In post","2023","65+","Cheshire","Male","55","45","32950","31010"
"In post","2023","65+","Cornwall and Isles of Scilly","Female","30","25","27010","27020"
"In post","2023","65+","Cornwall and Isles of Scilly","Male","40","30","29210","26670"
