"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Finance","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Home Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Home Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Outside London","Female","215","[c]","22750","22150"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Outside London","Male","190","[c]","22870","22150"
"New entrant CS","2023","Grants Management","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Commercial Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Outside London","Female","35","[c]","27140","22000"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","Outside London","Male","[c]","[c]","[c]","[c]"
