"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Property","Scottish Courts and Tribunals Service","SEO/HEO","10","10","43890","48410"
"In post","2023","Property","Scottish Prison Service","AA/AO","160","155","29020","28490"
"In post","2023","Property","Scottish Prison Service","EO","35","30","39030","38060"
"In post","2023","Property","Scottish Prison Service","G6/G7","10","10","63260","60700"
"In post","2023","Property","Scottish Prison Service","SEO/HEO","30","30","46970","45460"
"In post","2023","Property","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","G6/G7","5","5","[c]","[c]"
"In post","2023","Property","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Property","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","SEO/HEO","10","10","34810","34710"
"In post","2023","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Valuation Office Agency","AA/AO","925","855","22850","22520"
"In post","2023","Property","Valuation Office Agency","EO","900","830","28120","27810"
"In post","2023","Property","Valuation Office Agency","G6/G7","410","390","60360","58970"
"In post","2023","Property","Valuation Office Agency","SCS level","15","15","87270","83000"
"In post","2023","Property","Valuation Office Agency","SEO/HEO","1415","1335","39510","39020"
"In post","2023","Property","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Cabinet Office (excl. agencies)","AA/AO","190","175","21770","21830"
"In post","2023","Security","Cabinet Office (excl. agencies)","EO","280","270","25970","24860"
"In post","2023","Security","Cabinet Office (excl. agencies)","G6/G7","110","105","59110","56430"
"In post","2023","Security","Cabinet Office (excl. agencies)","SCS level","15","15","96300","92660"
"In post","2023","Security","Cabinet Office (excl. agencies)","SEO/HEO","450","435","35420","34320"
"In post","2023","Security","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Defence Equipment and Support","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Defence Equipment and Support","EO","10","10","[c]","[c]"
"In post","2023","Security","Defence Equipment and Support","G6/G7","10","10","53630","52500"
"In post","2023","Security","Defence Equipment and Support","SEO/HEO","50","50","37200","38790"
"In post","2023","Security","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Defence Science and Technology Laboratory","EO","10","10","24630","24630"
"In post","2023","Security","Defence Science and Technology Laboratory","G6/G7","40","40","52320","49260"
"In post","2023","Security","Defence Science and Technology Laboratory","SEO/HEO","55","50","35400","36270"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Security","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education (excl. agencies)","G6/G7","10","10","60090","62540"
"In post","2023","Security","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","G6/G7","10","10","59020","55370"
"In post","2023","Security","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","SEO/HEO","10","10","38930","39200"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport (excl. agencies)","G6/G7","30","30","60910","59040"
"In post","2023","Security","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport (excl. agencies)","SEO/HEO","85","85","42130","43540"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","AA/AO","20","15","21870","21690"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","EO","55","50","27880","28120"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","SEO/HEO","65","60","36130","34170"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","G6/G7","25","25","58180","54690"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","SEO/HEO","25","25","36010","34940"
"In post","2023","Security","Driver and Vehicle Licensing Agency","AA/AO","75","75","25130","25650"
"In post","2023","Security","Driver and Vehicle Licensing Agency","EO","15","15","27410","27220"
"In post","2023","Security","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Driver and Vehicle Licensing Agency","SEO/HEO","25","25","34920","32380"
"In post","2023","Security","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Driver and Vehicle Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Security","Driver and Vehicle Standards Agency","SEO/HEO","20","20","37160","35800"
"In post","2023","Security","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","FCDO Services","AA/AO","85","85","28830","27560"
"In post","2023","Security","FCDO Services","EO","65","65","29830","29400"
"In post","2023","Security","FCDO Services","G6/G7","25","25","60830","58030"
"In post","2023","Security","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","FCDO Services","SEO/HEO","160","155","42090","42530"
"In post","2023","Security","FCDO Services","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","25","25","28810","28950"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","EO","55","55","31970","31910"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","215","210","62470","60070"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","30","30","88320","80150"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","210","210","40240","39880"
"In post","2023","Security","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","SEO/HEO","10","10","39360","37680"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","EO","40","35","29240","28130"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","G6/G7","65","65","62720","58740"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","100","95","40920","42510"
"In post","2023","Security","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Home Office","AA/AO","130","120","23700","23500"
"In post","2023","Security","Home Office","EO","70","70","29400","29890"
"In post","2023","Security","Home Office","G6/G7","35","35","59840","59290"
"In post","2023","Security","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Home Office","SEO/HEO","105","100","38090","36420"
"In post","2023","Security","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","G6/G7","5","5","[c]","[c]"
"In post","2023","Security","Met Office","SEO/HEO","15","15","41560","43650"
"In post","2023","Security","Ministry of Defence (excl. agencies)","AA/AO","4945","4835","29190","25350"
"In post","2023","Security","Ministry of Defence (excl. agencies)","EO","755","745","36620","33470"
"In post","2023","Security","Ministry of Defence (excl. agencies)","G6/G7","85","85","64560","61440"
"In post","2023","Security","Ministry of Defence (excl. agencies)","SCS level","10","10","98990","91080"
"In post","2023","Security","Ministry of Defence (excl. agencies)","SEO/HEO","540","540","44130","41200"
