"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Charity Commission","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy","Outside London","Female","60","[c]","37070","34600"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy","Outside London","Male","45","[c]","37420","37410"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs","Outside London","Female","120","[c]","30380","25630"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs","Outside London","Male","85","[c]","32530","25920"
"New entrant CS","2023","50-59","Department for International Trade","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","Female","60","[c]","44470","43090"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","Male","60","[c]","48180","45450"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport","Outside London","Female","95","[c]","25030","22500"
"New entrant CS","2023","50-59","Department for Transport","Outside London","Male","200","[c]","29570","26780"
"New entrant CS","2023","50-59","Department for Work and Pensions","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions","Outside London","Female","260","[c]","27300","21690"
"New entrant CS","2023","50-59","Department for Work and Pensions","Outside London","Male","225","[c]","32600","28120"
"New entrant CS","2023","50-59","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care","London","Female","35","[c]","49530","41480"
"New entrant CS","2023","50-59","Department of Health and Social Care","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care","Outside London","Female","65","[c]","46080","37060"
"New entrant CS","2023","50-59","Department of Health and Social Care","Outside London","Male","45","[c]","57050","50080"
"New entrant CS","2023","50-59","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","Outside London","Female","30","[c]","23670","23390"
"New entrant CS","2023","50-59","HM Land Registry","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs","Outside London","Female","235","[c]","26170","22520"
"New entrant CS","2023","50-59","HM Revenue and Customs","Outside London","Male","260","[c]","32110","22520"
"New entrant CS","2023","50-59","HM Treasury","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Treasury","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Home Office","London","Female","135","[c]","30370","29750"
"New entrant CS","2023","50-59","Home Office","London","Male","110","[c]","35810","29750"
"New entrant CS","2023","50-59","Home Office","Outside London","Female","410","[c]","24900","22400"
"New entrant CS","2023","50-59","Home Office","Outside London","Male","410","[c]","27400","25750"
"New entrant CS","2023","50-59","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Home Office","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Home Office","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Defence","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Defence","London","Male","30","[c]","38360","30230"
"New entrant CS","2023","50-59","Ministry of Defence","Outside London","Female","355","[c]","30880","27080"
"New entrant CS","2023","50-59","Ministry of Defence","Outside London","Male","665","[c]","36300","33080"
"New entrant CS","2023","50-59","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Defence","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Defence","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Justice","London","Female","90","[c]","29550","27640"
"New entrant CS","2023","50-59","Ministry of Justice","London","Male","70","[c]","32770","31710"
"New entrant CS","2023","50-59","Ministry of Justice","Outside London","Female","820","[c]","24080","23230"
"New entrant CS","2023","50-59","Ministry of Justice","Outside London","Male","630","[c]","26070","23640"
"New entrant CS","2023","50-59","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Ministry of Justice","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","Outside London","Male","60","[c]","39490","38310"
"New entrant CS","2023","50-59","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","Female","60","[c]","56600","50250"
"New entrant CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Gas and Electricity Markets","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Gas and Electricity Markets","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Scottish Government","Outside London","Female","395","[c]","31950","29100"
