"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","White","Attorney General's Departments","G6/G7","60","[c]","61260","60120"
"Leaver CS","2023","50-59","White","Attorney General's Departments","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Attorney General's Departments","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Cabinet Office","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Cabinet Office","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Cabinet Office","SEO/HEO","45","[c]","35890","34650"
"Leaver CS","2023","50-59","White","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","G6/G7","45","[c]","58640","58180"
"Leaver CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","35","[c]","37010","35570"
"Leaver CS","2023","50-59","White","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Education","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Education","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Transport","AA/AO","50","[c]","22570","22500"
"Leaver CS","2023","50-59","White","Department for Transport","EO","60","[c]","27820","27260"
"Leaver CS","2023","50-59","White","Department for Transport","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Transport","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Transport","SEO/HEO","35","[c]","37880","38440"
"Leaver CS","2023","50-59","White","Department for Work and Pensions","AA/AO","525","[c]","21710","21690"
"Leaver CS","2023","50-59","White","Department for Work and Pensions","EO","665","[c]","28170","28120"
"Leaver CS","2023","50-59","White","Department for Work and Pensions","G6/G7","70","[c]","59200","56750"
"Leaver CS","2023","50-59","White","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department for Work and Pensions","SEO/HEO","135","[c]","38510","38470"
"Leaver CS","2023","50-59","White","Department of Health and Social Care","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department of Health and Social Care","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department of Health and Social Care","G6/G7","75","[c]","59360","55350"
"Leaver CS","2023","50-59","White","Department of Health and Social Care","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Department of Health and Social Care","SEO/HEO","85","[c]","37250","37420"
"Leaver CS","2023","50-59","White","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Foreign, Commonwealth and Development Office","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Land Registry","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Land Registry","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Land Registry","SEO/HEO","40","[c]","38630","38410"
"Leaver CS","2023","50-59","White","HM Revenue and Customs","AA/AO","215","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Revenue and Customs","EO","120","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Revenue and Customs","G6/G7","85","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Revenue and Customs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Revenue and Customs","SEO/HEO","165","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Home Office","AA/AO","50","[c]","22440","22400"
"Leaver CS","2023","50-59","White","Home Office","EO","120","[c]","27270","26750"
"Leaver CS","2023","50-59","White","Home Office","G6/G7","40","[c]","61950","59400"
"Leaver CS","2023","50-59","White","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Home Office","SEO/HEO","60","[c]","38020","37420"
"Leaver CS","2023","50-59","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Ministry of Defence","AA/AO","275","[c]","25580","22220"
"Leaver CS","2023","50-59","White","Ministry of Defence","EO","120","[c]","30440","27470"
"Leaver CS","2023","50-59","White","Ministry of Defence","G6/G7","105","[c]","60940","57680"
"Leaver CS","2023","50-59","White","Ministry of Defence","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Ministry of Defence","SEO/HEO","260","[c]","40270","40580"
"Leaver CS","2023","50-59","White","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Ministry of Justice","AA/AO","615","[c]","21500","21780"
"Leaver CS","2023","50-59","White","Ministry of Justice","EO","155","[c]","27290","25830"
"Leaver CS","2023","50-59","White","Ministry of Justice","G6/G7","50","[c]","60900","59590"
"Leaver CS","2023","50-59","White","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Ministry of Justice","SEO/HEO","175","[c]","39790","40660"
"Leaver CS","2023","50-59","White","Ministry of Justice","Unknown","195","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","National Crime Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","National Crime Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","National Crime Agency","SEO/HEO","35","[c]","45040","45610"
"Leaver CS","2023","50-59","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Gas and Electricity Markets","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Scottish Government","AA/AO","40","[c]","25430","24890"
"Leaver CS","2023","50-59","White","Scottish Government","EO","40","[c]","34950","37060"
"Leaver CS","2023","50-59","White","Scottish Government","G6/G7","40","[c]","69990","70920"
"Leaver CS","2023","50-59","White","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Scottish Government","SEO/HEO","65","[c]","43650","42590"
"Leaver CS","2023","50-59","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Statistics Authority","AA/AO","55","[c]","20600","21200"
"Leaver CS","2023","50-59","White","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Statistics Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Statistics Authority","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Welsh Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Welsh Government","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Welsh Government","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
