"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","30","25","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","40","35","29870","27490"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Scotland","25","20","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","50","45","31070","28760"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","50","50","31800","29970"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Wales","55","55","29080","27450"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","35","35","29470","28590"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","50","50","27780","27450"
"In post","2023","Undeclared","Education Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","London","10","10","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","30","30","47100","45950"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","East of England","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Scotland","Scottish Government","Scotland","5","5","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","155","150","52530","45920"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","105","105","51320","54000"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","15","15","[c]","[c]"
"In post","2023","Undeclared","Forestry and Land Scotland","Scottish Government","Scotland","30","30","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","London","40","40","73970","66530"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","North West (England)","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","South West (England)","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","London","75","70","60060","65650"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","70","65","24590","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","East of England","55","50","26740","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","London","225","215","32360","29660"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","25","20","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","80","75","26480","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Scotland","10","5","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","60","55","28560","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","45","35","26770","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Wales","30","25","25540","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","85","75","26020","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","40","35","26060","21780"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","East of England","20","15","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","London","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","North East (England)","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","North West (England)","25","20","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","South West (England)","65","60","35970","34850"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","Wales","20","15","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","West Midlands (England)","20","15","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","145","135","33050","32060"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","East of England","140","130","31340","32060"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","London","220","215","38290","35420"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","North East (England)","55","50","36200","33520"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","North West (England)","160","145","32810","31670"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","South East (England)","200","190","34290","33990"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","South West (England)","115","105","32690","30880"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Wales","55","55","33210","32060"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","140","130","33040","32060"
