"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","No function","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Maritime and Coastguard Agency","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","AA","200","190","20650","20750"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","AO","575","545","22750","22220"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","EO","280","270","28320","27470"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","G6","45","40","77300","71800"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","G7","55","55","59690","59530"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","HEO","265","255","36190","34300"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","SEO","120","120","44700","43620"
"In post","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","EO","40","40","29290","29660"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","G7","35","30","57100","56080"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","HEO","60","60","35170","35410"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","SEO","65","60","42570","43650"
"In post","2023","Declared disabled","No function","National Crime Agency","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","National Crime Agency","EO","110","105","36280","36040"
"In post","2023","Declared disabled","No function","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Crime Agency","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","National Crime Agency","HEO","55","50","43930","45150"
"In post","2023","Declared disabled","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Crime Agency","SEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","No function","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Budget Responsibility","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","G7","30","30","73570","77470"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","SEO","35","35","50550","52750"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","AO","120","105","21840","21780"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","EO","70","70","25960","25830"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Public Guardian","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
