"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","AA/AO","10","10","22420","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","G6/G7","15","15","65930","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","SEO/HEO","35","30","36350","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","G6/G7","60","60","75850","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","SEO/HEO","40","40","52040","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","G6/G7","495","490","77560","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","SEO/HEO","385","370","51740","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","G6/G7","15","15","66800","64680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","AA/AO","85","70","22210","22260"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","EO","30","30","26950","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","G6/G7","10","10","67210","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","SEO/HEO","70","65","37010","40640"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","London","EO","20","15","30030","30340"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","London","SEO/HEO","15","15","38580","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Outside London","AA/AO","95","90","22430","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Outside London","EO","85","80","27070","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Outside London","G6/G7","15","15","63490","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Outside London","SEO/HEO","40","40","36060","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","G6/G7","15","15","70190","70030"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","SEO/HEO","25","25","41160","43840"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","SEO/HEO","20","20","34410","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","London","SEO/HEO","10","10","38200","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","SEO/HEO","15","10","36310","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","London","SEO/HEO","10","10","39060","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","EO","20","15","26960","27010"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","G6/G7","15","15","64070","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","SEO/HEO","75","70","37140","40640"
"In post","2023","Office of Gas and Electricity Markets","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","London","EO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","London","G6/G7","20","15","61340","54790"
"In post","2023","Office of Gas and Electricity Markets","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","Outside London","G6/G7","10","10","51860","47110"
"In post","2023","Office of Gas and Electricity Markets","Communications","Outside London","SEO/HEO","15","15","34370","32340"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","EO","10","10","31410","30600"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","G6/G7","55","55","63650","61200"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","SEO/HEO","50","50","39870","41570"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","EO","10","10","27060","26040"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","G6/G7","45","45","58810","56420"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","SEO/HEO","20","20","37590","37330"
"In post","2023","Office of Gas and Electricity Markets","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","London","EO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","London","G6/G7","15","15","59420","60000"
"In post","2023","Office of Gas and Electricity Markets","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","London","SEO/HEO","5","5","[c]","[c]"
