"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Wilton Park","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Accountant in Bankruptcy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Accountant in Bankruptcy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Accountant in Bankruptcy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","Outside London","Female","90","[c]","29770","25920"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","Outside London","Male","65","[c]","33020","29080"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Building Digital UK","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Building Digital UK","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Building Digital UK","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","London","Female","165","[c]","49400","43890"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","London","Male","155","[c]","56210","56430"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","Female","90","[c]","36130","34320"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","Male","60","[c]","40210","33980"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Outside London","Female","35","[c]","31530","28070"
"Leaver CS","2023","Declared non-disabled","Companies House","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","Female","50","[c]","48170","45190"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","Male","50","[c]","60990","54110"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","Female","70","[c]","30980","24490"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","Male","35","[c]","39440","24490"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","Female","45","[c]","36940","28540"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","Male","30","[c]","41870","29720"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Outside London","Female","150","[c]","39400","33560"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Outside London","Male","60","[c]","44890","44930"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Outside London","Female","180","[c]","36170","32550"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Outside London","Male","460","[c]","39540","35000"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","185","[c]","47640","40230"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","170","[c]","50950","53380"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","80","[c]","43330","38120"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","55","[c]","47380","51990"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","London","Female","45","[c]","52890","53420"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Outside London","Female","70","[c]","42980","39090"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Outside London","Male","65","[c]","48000","43690"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","85","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","115","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
