"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Education","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Internal Audit","SEO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","EO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","G6","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","G7","15","15","53600","52000"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","HEO","25","25","36480","36280"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SEO","25","25","42600","42810"
"In post","2023","Internal Audit","HM Land Registry","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","G7","10","10","58390","57970"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","SEO","35","30","44670","44930"
"In post","2023","Internal Audit","HM Revenue and Customs","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","G6","55","55","65370","64280"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","G7","100","90","54270","53790"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","HEO","60","55","34880","35460"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","SCS level","20","20","95750","89880"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","SEO","120","105","44450","43430"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","EO","20","20","28500","27470"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","G7","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","HEO","45","40","35380","34300"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","SEO","30","30","45460","43680"
"In post","2023","Internal Audit","Ministry of Defence","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","G6","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","SEO","40","40","51250","53200"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","EO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Finance","AO","55","50","22910","22870"
"In post","2023","Legal","Attorney General's Departments","Finance","EO","20","20","28150","28200"
"In post","2023","Legal","Attorney General's Departments","Finance","HEO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","G6","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","G7","15","10","54260","53670"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Legal","AO","10","10","24250","24280"
"In post","2023","Legal","Attorney General's Departments","Legal","EO","275","270","29450","28200"
"In post","2023","Legal","Attorney General's Departments","Legal","G6","1025","940","70320","68280"
"In post","2023","Legal","Attorney General's Departments","Legal","G7","3560","3295","56290","54800"
"In post","2023","Legal","Attorney General's Departments","Legal","HEO","225","215","39620","36780"
"In post","2023","Legal","Attorney General's Departments","Legal","SCS level","280","265","88140","84380"
"In post","2023","Legal","Attorney General's Departments","Legal","SEO","235","225","39730","38760"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","AA","10","10","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","AO","1525","1410","23220","22870"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","EO","1445","1350","28490","28200"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","G6","45","45","72280","71400"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","G7","80","75","55910","55850"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","HEO","310","300","32890","32660"
