"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","HM Revenue and Customs","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Legal","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Operational Delivery","Outside London","375","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Other","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Project Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Property","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Tax","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Tax","Outside London","110","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Economics","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Policy","London","135","[c]","49390","52500"
"Leaver Dept.","2023","White","HM Treasury","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Digital, Data and Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Human Resources","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Human Resources","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Operational Delivery","London","40","[c]","39510","34750"
"Leaver Dept.","2023","White","Home Office","Operational Delivery","Outside London","225","[c]","28040","25900"
"Leaver Dept.","2023","White","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Other","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Other","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Policy","London","115","[c]","51580","43210"
"Leaver Dept.","2023","White","Home Office","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Project Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Commercial","Outside London","40","[c]","39540","41800"
"Leaver Dept.","2023","White","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Digital, Data and Technology","Outside London","35","[c]","38880","40000"
"Leaver Dept.","2023","White","Ministry of Defence","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Finance","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Human Resources","Outside London","65","[c]","27380","22220"
"Leaver Dept.","2023","White","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Operational Delivery","Outside London","60","[c]","27620","23200"
"Leaver Dept.","2023","White","Ministry of Defence","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Other","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Policy","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Project Delivery","Outside London","55","[c]","40550","38410"
"Leaver Dept.","2023","White","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Science and Engineering","Outside London","30","[c]","39960","39890"
"Leaver Dept.","2023","White","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Security","Outside London","35","[c]","27530","25000"
