"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Digital, Data & Technology","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Active Travel England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Building Digital UK","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Building Digital UK","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Building Digital UK","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Companies House","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Companies House","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Competition and Markets Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Commercial Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Equipment and Support","South West (England)","40","35","37960","32500"
"In post","2023","Declared disabled","Finance","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","10","10","[c]","[c]"
