"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","UK Health Security Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Health Security Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Valuation Office Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Vehicle Certification Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Accountant in Bankruptcy","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Active Travel England","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Animal and Plant Health Agency","Outside London","110","[c]","25410","22150"
"New entrant CS","2023","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Building Digital UK","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Building Digital UK","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Cabinet Office (excl. agencies)","London","80","[c]","45440","35240"
"New entrant CS","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","45","[c]","35610","24610"
"New entrant CS","2023","Unknown","Cabinet Office (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Central Civil Service Fast Stream","London","260","[c]","28830","28840"
"New entrant CS","2023","Unknown","Central Civil Service Fast Stream","Outside London","105","[c]","28870","28840"
"New entrant CS","2023","Unknown","Central Civil Service Fast Stream","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Charity Commission","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Companies House","Outside London","65","[c]","31120","21750"
"New entrant CS","2023","Unknown","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Criminal Injuries Compensation Authority","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Crown Commercial Service","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Crown Office and Procurator Fiscal Service","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Crown Prosecution Service","London","35","[c]","33320","28200"
"New entrant CS","2023","Unknown","Crown Prosecution Service","Outside London","140","[c]","29050","24430"
"New entrant CS","2023","Unknown","Defence Equipment and Support","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Defence Equipment and Support","Outside London","670","[c]","31310","27540"
"New entrant CS","2023","Unknown","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Defence Science and Technology Laboratory","Outside London","710","[c]","32090","28360"
"New entrant CS","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","115","[c]","38310","34410"
"New entrant CS","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","80","[c]","32550","31120"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","35","[c]","35970","35040"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","London","85","[c]","34280","29530"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","Outside London","215","[c]","34820","30330"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","115","[c]","42380","40260"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","85","[c]","37250","31780"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for International Trade","London","185","[c]","37350","35010"
"New entrant CS","2023","Unknown","Department for International Trade","Outside London","190","[c]","40280","41000"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","[c]","40070","33880"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","London","80","[c]","37450","35400"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","Outside London","30","[c]","35250","31350"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","45","[c]","36260","39150"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","450","[c]","27650","21690"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","165","[c]","36400","34190"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","85","[c]","35180","30370"
"New entrant CS","2023","Unknown","Disclosure Scotland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","Outside London","125","[c]","22100","22500"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","Outside London","325","[c]","26320","26780"
"New entrant CS","2023","Unknown","Education Scotland","Outside London","35","[c]","44670","41640"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","Outside London","85","[c]","30990","30960"
"New entrant CS","2023","Unknown","Food Standards Scotland","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","London","140","[c]","26840","25480"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","Outside London","460","[c]","22960","21780"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","Outside London","260","[c]","27850","23390"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","London","535","[c]","30260","31310"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","Outside London","3280","[c]","25890","24070"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","London","195","[c]","33980","31980"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","1670","[c]","25780","22520"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","London","45","[c]","32430","28500"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","Outside London","45","[c]","33460","31660"
"New entrant CS","2023","Unknown","Home Office","London","1730","[c]","31100","29750"
"New entrant CS","2023","Unknown","Home Office","Outside London","5700","[c]","24860","22400"
"New entrant CS","2023","Unknown","Home Office","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Home Office","Unknown","50","[c]","26310","25750"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","Outside London","55","[c]","41700","40140"
"New entrant CS","2023","Unknown","Legal Aid Agency","Outside London","35","[c]","22040","21780"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","Outside London","145","[c]","29330","22500"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","London","145","[c]","39420","33500"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","35","[c]","45660","41190"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","London","295","[c]","39630","37850"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","2660","[c]","30020","27080"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","50","[c]","47470","45690"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","London","180","[c]","36320","35410"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","125","[c]","34590","31270"
