"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","G6/G7","10","10","60280","61720"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","95","95","40600","39190"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","EO","25","25","29220","29660"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","G6/G7","40","40","57920","55720"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","SEO/HEO","185","185","37700","35410"
"In post","2023","20-29","Analysis","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","SEO/HEO","10","10","37630","37060"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","EO","15","15","27740","26870"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","30","30","35680","34570"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","EO","10","10","26160","25940"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","SEO/HEO","20","20","34210","33400"
"In post","2023","20-29","Analysis","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","SEO/HEO","10","10","37890","39430"
"In post","2023","20-29","Analysis","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","AA/AO","40","35","21280","21200"
"In post","2023","20-29","Analysis","UK Statistics Authority","EO","35","35","25180","24840"
"In post","2023","20-29","Analysis","UK Statistics Authority","G6/G7","30","30","52530","51460"
"In post","2023","20-29","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","SEO/HEO","580","575","34490","31560"
"In post","2023","20-29","Analysis","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Valuation Office Agency","SEO/HEO","15","15","37570","37080"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","EO","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","SEO/HEO","15","15","41050","38000"
"In post","2023","20-29","Analysis","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Building Digital UK","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","EO","10","10","26510","26330"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","SEO/HEO","15","15","36080","35650"
"In post","2023","20-29","Commercial","Central Civil Service Fast Stream","SEO/HEO","80","80","30370","30130"
"In post","2023","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Commercial Service","EO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Commercial Service","SEO/HEO","50","50","33950","32160"
"In post","2023","20-29","Commercial","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Equipment and Support","AA/AO","70","70","23920","22350"
"In post","2023","20-29","Commercial","Defence Equipment and Support","EO","15","15","25600","26000"
"In post","2023","20-29","Commercial","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Equipment and Support","SEO/HEO","90","90","35940","33830"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","EO","15","15","24550","24630"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","EO","10","10","26000","25900"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","SEO/HEO","40","40","35100","37590"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","15","15","33400","31100"
"In post","2023","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","SEO/HEO","15","15","36900","35010"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","G6/G7","10","10","59020","55740"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","SEO/HEO","35","35","36900","35760"
"In post","2023","20-29","Commercial","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","15","15","37150","38120"
"In post","2023","20-29","Commercial","Driver and Vehicle Licensing Agency","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","10","10","35170","33660"
"In post","2023","20-29","Commercial","FCDO Services","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Government Commercial Organisation","G6/G7","85","85","63240","65500"
"In post","2023","20-29","Commercial","Government Commercial Organisation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs (excl. agencies)","EO","10","10","27850","27770"
"In post","2023","20-29","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","25","25","37420","34850"
"In post","2023","20-29","Commercial","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","SEO/HEO","10","10","37960","36000"
"In post","2023","20-29","Commercial","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Met Office","SEO/HEO","10","10","34210","31580"
"In post","2023","20-29","Commercial","Ministry of Defence (excl. agencies)","AA/AO","15","15","22840","22220"
"In post","2023","20-29","Commercial","Ministry of Defence (excl. agencies)","EO","85","85","27570","27140"
"In post","2023","20-29","Commercial","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","110","110","37690","35490"
"In post","2023","20-29","Commercial","Ministry of Justice (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","40","40","37700","37680"
"In post","2023","20-29","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Prison Service","AA/AO","10","10","[c]","[c]"
