"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport (excl. agencies)","Commercial","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Commercial","20","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","FCDO Services","Commercial","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Commercial","155","155","72910","67310"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Commercial Organisation","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Health and Safety Executive","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Commercial","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Other","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Commercial","100","100","39870","38680"
"In post","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Commercial","35","35","37250","36340"
"In post","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Prison Service","Commercial","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Submarine Delivery Agency","Commercial","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Statistics Authority","Commercial","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wilton Park","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Active Travel England","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
