"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","G7","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","G7","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","HEO","Female","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","HEO","Male","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","SEO","Female","35","30","38260","37710"
"In post","2023","Animal and Plant Health Agency","Wales","SEO","Male","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","AO","Female","75","65","22170","22150"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","AO","Male","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","EO","Female","50","45","26110","25920"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","G7","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","G7","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","HEO","Female","35","35","30320","30320"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","HEO","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","SEO","Female","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","SEO","Male","30","30","40010","37710"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Female","60","55","23220","22150"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Male","45","45","23700","24920"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Female","50","45","26520","25920"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Male","50","50","26580","25920"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","G6","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","G7","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","G7","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","Female","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","Male","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","HEO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","G6","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","G6","Male","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","G7","Female","30","30","[c]","[c]"
"In post","2023","Building Digital UK","London","G7","Male","25","25","[c]","[c]"
"In post","2023","Building Digital UK","London","HEO","Female","20","20","[c]","[c]"
"In post","2023","Building Digital UK","London","HEO","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","EO","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","G7","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","G7","Male","15","15","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","HEO","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","HEO","Male","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","G7","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","G7","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","HEO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","HEO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","SEO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","AO","Female","45","40","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","London","AO","Male","55","55","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Female","210","200","28920","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Male","135","135","28630","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","G6","Female","235","230","67910","66530"
"In post","2023","Cabinet Office (excl. agencies)","London","G6","Male","250","245","68000","66530"
"In post","2023","Cabinet Office (excl. agencies)","London","G7","Female","615","595","57240","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","G7","Male","585","580","57520","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","HEO","Female","285","280","35810","35650"
"In post","2023","Cabinet Office (excl. agencies)","London","HEO","Male","225","225","36140","35650"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Female","185","175","90770","81790"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Male","200","195","99590","91800"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO","Female","290","285","42280","41870"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO","Male","250","250","42230","41870"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","AO","Female","75","65","21720","21720"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","AO","Male","45","45","21720","21720"
