"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Ministry of Justice","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","40","40","40220","38000"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","National Crime Agency","Female","25","25","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","National Crime Agency","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Public Guardian","Ministry of Justice","Female","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Public Guardian","Ministry of Justice","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
