"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Royal Fleet Auxiliary","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Unknown","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Prison Service","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Security Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Submarine Delivery Agency","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","UK Statistics Authority","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Valuation Office Agency","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Active Travel England","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Active Travel England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Active Travel England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Animal and Plant Health Agency","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Animal and Plant Health Agency","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Animal and Plant Health Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Cabinet Office (excl. agencies)","EO","30","30","26980","28050"
"In post","2023","20-29","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","65","65","37870","38050"
"In post","2023","20-29","Declared disabled","Central Civil Service Fast Stream","SEO/HEO","270","270","30580","30130"
"In post","2023","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Prosecution Service","AA/AO","50","45","22780","22870"
"In post","2023","20-29","Declared disabled","Crown Prosecution Service","EO","35","35","27510","26910"
"In post","2023","20-29","Declared disabled","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Crown Prosecution Service","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Equipment and Support","AA/AO","70","70","23630","23460"
"In post","2023","20-29","Declared disabled","Defence Equipment and Support","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Equipment and Support","SEO/HEO","70","70","33710","32500"
"In post","2023","20-29","Declared disabled","Defence Science and Technology Laboratory","AA/AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Science and Technology Laboratory","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Science and Technology Laboratory","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","130","130","33450","30650"
"In post","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","45","45","55810","55120"
"In post","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","95","95","38380","39870"
"In post","2023","20-29","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","35","35","36120","35040"
"In post","2023","20-29","Declared disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Education (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Education (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Education (excl. agencies)","SEO/HEO","60","60","37070","37590"
"In post","2023","20-29","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","125","125","35020","33830"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","SEO/HEO","50","50","38190","36340"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","55","55","37010","34980"
"In post","2023","20-29","Declared disabled","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport (excl. agencies)","SEO/HEO","40","40","38690","36760"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","AA/AO","405","385","21940","21690"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","555","540","28980","28120"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","120","115","36390","34170"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","35","35","36170","34360"
"In post","2023","20-29","Declared disabled","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Driver and Vehicle Licensing Agency","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Driver and Vehicle Standards Agency","AA/AO","10","10","[c]","[c]"
