"Status","Year","Age","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Scottish Government","Heterosexual / straight","2620","2510","40300","36330"
"In post","2023","30-39","Declared non-disabled","Scottish Government","LGBO","270","265","39440","34730"
"In post","2023","30-39","Declared non-disabled","Scottish Government","Undeclared","125","120","43290","41640"
"In post","2023","30-39","Declared non-disabled","Scottish Government","Unknown","175","165","34260","31180"
"In post","2023","30-39","Declared non-disabled","The National Archives","Heterosexual / straight","45","45","37010","34940"
"In post","2023","30-39","Declared non-disabled","The National Archives","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","The National Archives","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","The National Archives","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Export Finance","Heterosexual / straight","85","85","55470","54000"
"In post","2023","30-39","Declared non-disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Export Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Statistics Authority","Heterosexual / straight","595","555","39530","37760"
"In post","2023","30-39","Declared non-disabled","UK Statistics Authority","LGBO","45","45","39910","39300"
"In post","2023","30-39","Declared non-disabled","UK Statistics Authority","Undeclared","30","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Statistics Authority","Unknown","50","50","39040","37760"
"In post","2023","30-39","Declared non-disabled","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Water Services Regulation Authority","Heterosexual / straight","35","35","49900","46920"
"In post","2023","30-39","Declared non-disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Welsh Government","Heterosexual / straight","885","840","39960","39690"
"In post","2023","30-39","Declared non-disabled","Welsh Government","LGBO","55","55","43590","41700"
"In post","2023","30-39","Declared non-disabled","Welsh Government","Undeclared","70","65","39690","39690"
"In post","2023","30-39","Declared non-disabled","Welsh Government","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Attorney General's Departments","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Attorney General's Departments","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Cabinet Office","Heterosexual / straight","50","50","52140","56430"
"In post","2023","30-39","Undeclared","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Cabinet Office","Undeclared","40","35","46010","50990"
"In post","2023","30-39","Undeclared","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","50","50","47170","50310"
"In post","2023","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","Undeclared","65","65","48470","46510"
"In post","2023","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Digital, Culture, Media and Sport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Digital, Culture, Media and Sport","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Education","Heterosexual / straight","70","70","45200","41860"
"In post","2023","30-39","Undeclared","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Education","Undeclared","45","45","47830","51360"
"In post","2023","30-39","Undeclared","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Environment, Food and Rural Affairs","Heterosexual / straight","55","55","36910","37300"
"In post","2023","30-39","Undeclared","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Environment, Food and Rural Affairs","Undeclared","50","50","37300","37300"
"In post","2023","30-39","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for International Trade","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Levelling Up, Housing and Communities","Heterosexual / straight","35","35","48300","54630"
"In post","2023","30-39","Undeclared","Department for Levelling Up, Housing and Communities","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Levelling Up, Housing and Communities","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Transport","Heterosexual / straight","130","125","36370","31350"
"In post","2023","30-39","Undeclared","Department for Transport","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Transport","Undeclared","80","80","38240","35070"
"In post","2023","30-39","Undeclared","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Department for Work and Pensions","Heterosexual / straight","510","480","29530","28120"
"In post","2023","30-39","Undeclared","Department for Work and Pensions","LGBO","75","70","29080","28120"
"In post","2023","30-39","Undeclared","Department for Work and Pensions","Undeclared","215","205","30520","28120"
"In post","2023","30-39","Undeclared","Department for Work and Pensions","Unknown","100","90","28530","28120"
"In post","2023","30-39","Undeclared","Department of Health and Social Care","Heterosexual / straight","85","85","43060","40880"
"In post","2023","30-39","Undeclared","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Department of Health and Social Care","Undeclared","35","35","44450","42910"
"In post","2023","30-39","Undeclared","Department of Health and Social Care","Unknown","145","135","47150","43810"
"In post","2023","30-39","Undeclared","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Food Standards Agency","Heterosexual / straight","70","70","38420","38100"
"In post","2023","30-39","Undeclared","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Food Standards Agency","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Foreign, Commonwealth and Development Office","Unknown","35","35","47400","44800"
"In post","2023","30-39","Undeclared","HM Land Registry","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","HM Land Registry","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","HM Land Registry","Unknown","10","5","[c]","[c]"
"In post","2023","30-39","Undeclared","HM Revenue and Customs","Heterosexual / straight","265","255","36790","34700"
"In post","2023","30-39","Undeclared","HM Revenue and Customs","LGBO","55","55","31800","28120"
"In post","2023","30-39","Undeclared","HM Revenue and Customs","Undeclared","275","270","37710","34940"
"In post","2023","30-39","Undeclared","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","HM Treasury","Heterosexual / straight","65","65","54390","54440"
"In post","2023","30-39","Undeclared","HM Treasury","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","HM Treasury","Undeclared","50","45","52040","54090"
"In post","2023","30-39","Undeclared","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Home Office","Heterosexual / straight","70","65","34800","30180"
"In post","2023","30-39","Undeclared","Home Office","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Home Office","Undeclared","100","95","36950","32160"
"In post","2023","30-39","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Ministry of Defence","Heterosexual / straight","225","220","37450","35490"
