"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Health Security Agency","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Human Resources","SEO","20","20","39700","40880"
"In post","2023","UK Health Security Agency","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Medicine","G6","50","40","83540","81980"
"In post","2023","UK Health Security Agency","Medicine","G7","40","35","55790","55000"
"In post","2023","UK Health Security Agency","Medicine","HEO","20","20","36370","35570"
"In post","2023","UK Health Security Agency","Medicine","SCS level","220","190","119020","118200"
"In post","2023","UK Health Security Agency","Medicine","SEO","55","50","44820","43810"
"In post","2023","UK Health Security Agency","Operational Delivery","AA","55","45","21860","22970"
"In post","2023","UK Health Security Agency","Operational Delivery","AO","365","325","22720","22480"
"In post","2023","UK Health Security Agency","Operational Delivery","EO","365","345","27190","27690"
"In post","2023","UK Health Security Agency","Operational Delivery","G6","280","270","69520","66940"
"In post","2023","UK Health Security Agency","Operational Delivery","G7","505","490","53850","53400"
"In post","2023","UK Health Security Agency","Operational Delivery","HEO","505","480","32700","32980"
"In post","2023","UK Health Security Agency","Operational Delivery","SCS level","80","80","93730","82470"
"In post","2023","UK Health Security Agency","Operational Delivery","SEO","520","505","40540","40880"
"In post","2023","UK Health Security Agency","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Science and Engineering","AA","15","15","21430","20100"
"In post","2023","UK Health Security Agency","Science and Engineering","AO","95","90","22670","22820"
"In post","2023","UK Health Security Agency","Science and Engineering","EO","190","185","27040","27060"
"In post","2023","UK Health Security Agency","Science and Engineering","G6","105","100","73020","70230"
"In post","2023","UK Health Security Agency","Science and Engineering","G7","340","325","54510","53640"
"In post","2023","UK Health Security Agency","Science and Engineering","HEO","340","325","33780","33570"
"In post","2023","UK Health Security Agency","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Science and Engineering","SEO","385","365","41910","41660"
"In post","2023","UK Health Security Agency","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Statistics","SEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Communications","HEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Communications","SEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","EO","20","20","28570","27610"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","G7","35","35","58260","56060"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","HEO","35","35","35360","34370"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","SEO","70","65","45160","43890"
"In post","2023","UK Hydrographic Office","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","HEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Geography","AO","35","35","21700","21690"
"In post","2023","UK Hydrographic Office","Geography","EO","185","175","28360","27610"
"In post","2023","UK Hydrographic Office","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Geography","G7","10","10","[c]","[c]"
"In post","2023","UK Hydrographic Office","Geography","HEO","180","175","34850","34370"
"In post","2023","UK Hydrographic Office","Geography","SEO","55","55","44090","43890"
"In post","2023","UK Hydrographic Office","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Operational Delivery","EO","20","20","28000","27610"
"In post","2023","UK Hydrographic Office","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","AO","10","10","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","EO","10","10","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","G6","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","G7","20","20","56510","55470"
"In post","2023","UK Hydrographic Office","Other","HEO","30","30","34480","34370"
"In post","2023","UK Hydrographic Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","SEO","35","35","45100","43890"
"In post","2023","UK Hydrographic Office","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Science and Engineering","G7","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Science and Engineering","HEO","10","10","36050","34370"
"In post","2023","UK Hydrographic Office","Science and Engineering","SEO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Security","EO","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Security","SEO","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","HEO","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Policy","G6","10","10","66000","66000"
"In post","2023","UK Space Agency","Policy","G7","25","25","53990","54710"
"In post","2023","UK Space Agency","Policy","HEO","10","10","34720","34670"
