"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Unknown","Outside London","20","[c]","33300","30440"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Outside London","15","[c]","46840","38160"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Policy","Outside London","25","[c]","43320","39130"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Statistics","London","20","[c]","28840","28840"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Statistics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","45","[c]","28160","25970"
"New entrant CS","2023","Analysis","Charity Commission","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Economics","London","15","[c]","33520","34110"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Economics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Operational Research","Outside London","35","[c]","33460","30650"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Outside London","135","[c]","29810","27330"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","30","[c]","33880","34480"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Outside London","10","[c]","29410","28220"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Social Research","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Economics","London","15","[c]","32990","35010"
"New entrant CS","2023","Analysis","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","35","[c]","31550","31490"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","10","[c]","27260","25320"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Economics","London","20","[c]","30640","29970"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Policy","Outside London","10","[c]","32560","34170"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Driver and Vehicle Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
