"Status","Year","Region_ITL2","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Tees Valley and Durham","South Teesside","Outside London","AA/AO","30","[c]","21460","21690"
"Leaver CS","2023","Tees Valley and Durham","South Teesside","Outside London","EO","20","[c]","27540","28120"
"Leaver CS","2023","Tees Valley and Durham","South Teesside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","South Teesside","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","South Teesside","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","AA/AO","55","[c]","22220","21690"
"Leaver CS","2023","Unknown","Unknown","Unknown","EO","70","[c]","29160","28120"
"Leaver CS","2023","Unknown","Unknown","Unknown","G6/G7","20","[c]","59310","63180"
"Leaver CS","2023","Unknown","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SEO/HEO","60","[c]","34740","33130"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","215","[c]","36900","34110"
"Leaver CS","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AA/AO","125","[c]","25730","21690"
"Leaver CS","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","45","[c]","34070","32930"
"Leaver CS","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO/HEO","30","[c]","45400","42550"
"Leaver CS","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","Glasgow City","Outside London","AA/AO","445","[c]","22550","22180"
"Leaver CS","2023","West Central Scotland","Glasgow City","Outside London","EO","260","[c]","28650","28120"
"Leaver CS","2023","West Central Scotland","Glasgow City","Outside London","G6/G7","110","[c]","60650","58630"
"Leaver CS","2023","West Central Scotland","Glasgow City","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","Glasgow City","Outside London","SEO/HEO","240","[c]","38850","37940"
"Leaver CS","2023","West Central Scotland","Glasgow City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","30","[c]","23140","22330"
"Leaver CS","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","25","[c]","30150","27650"
"Leaver CS","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","North Lanarkshire","Outside London","AA/AO","85","[c]","22290","21690"
"Leaver CS","2023","West Central Scotland","North Lanarkshire","Outside London","EO","35","[c]","30610","28120"
"Leaver CS","2023","West Central Scotland","North Lanarkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","North Lanarkshire","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Birmingham","Outside London","AA/AO","525","[c]","21610","21780"
"Leaver CS","2023","West Midlands","Birmingham","Outside London","EO","220","[c]","27540","27570"
"Leaver CS","2023","West Midlands","Birmingham","Outside London","G6/G7","105","[c]","59870","56450"
"Leaver CS","2023","West Midlands","Birmingham","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Birmingham","Outside London","SEO/HEO","230","[c]","38150","37060"
"Leaver CS","2023","West Midlands","Birmingham","Outside London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Coventry","Outside London","AA/AO","35","[c]","21670","21690"
"Leaver CS","2023","West Midlands","Coventry","Outside London","EO","45","[c]","26770","27570"
"Leaver CS","2023","West Midlands","Coventry","Outside London","G6/G7","40","[c]","55910","52030"
"Leaver CS","2023","West Midlands","Coventry","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Coventry","Outside London","SEO/HEO","60","[c]","37100","37590"
"Leaver CS","2023","West Midlands","Coventry","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Dudley","Outside London","AA/AO","50","[c]","21650","21690"
"Leaver CS","2023","West Midlands","Dudley","Outside London","EO","20","[c]","27760","27840"
"Leaver CS","2023","West Midlands","Dudley","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Dudley","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Sandwell","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Sandwell","Outside London","EO","10","[c]","27330","28120"
"Leaver CS","2023","West Midlands","Sandwell","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Sandwell","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Solihull","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Solihull","Outside London","EO","45","[c]","26930","26750"
"Leaver CS","2023","West Midlands","Solihull","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Solihull","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Walsall","Outside London","AA/AO","40","[c]","21500","21500"
"Leaver CS","2023","West Midlands","Walsall","Outside London","EO","15","[c]","27470","28120"
"Leaver CS","2023","West Midlands","Walsall","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Walsall","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","Wolverhampton","Outside London","AA/AO","40","[c]","21390","21690"
"Leaver CS","2023","West Midlands","Wolverhampton","Outside London","EO","25","[c]","26890","27570"
"Leaver CS","2023","West Midlands","Wolverhampton","Outside London","G6/G7","10","[c]","51690","49930"
"Leaver CS","2023","West Midlands","Wolverhampton","Outside London","SEO/HEO","15","[c]","35100","36340"
"Leaver CS","2023","West Midlands","Wolverhampton","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","AA/AO","25","[c]","21500","21690"
"Leaver CS","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","EO","15","[c]","28050","28120"
"Leaver CS","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Central Valleys","Outside London","AA/AO","75","[c]","21680","21690"
"Leaver CS","2023","West Wales and The Valleys","Central Valleys","Outside London","EO","40","[c]","27720","28120"
"Leaver CS","2023","West Wales and The Valleys","Central Valleys","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Central Valleys","Outside London","SEO/HEO","25","[c]","39080","38160"
"Leaver CS","2023","West Wales and The Valleys","Central Valleys","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","EO","20","[c]","27870","27570"
"Leaver CS","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","SEO/HEO","15","[c]","40840","39900"
"Leaver CS","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwent Valleys","Outside London","AA/AO","80","[c]","21660","21690"
"Leaver CS","2023","West Wales and The Valleys","Gwent Valleys","Outside London","EO","25","[c]","27960","28120"
"Leaver CS","2023","West Wales and The Valleys","Gwent Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwent Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwent Valleys","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwent Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwynedd","Outside London","AA/AO","30","[c]","21810","21690"
"Leaver CS","2023","West Wales and The Valleys","Gwynedd","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwynedd","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Gwynedd","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","South West Wales","Outside London","AA/AO","30","[c]","21920","21690"
"Leaver CS","2023","West Wales and The Valleys","South West Wales","Outside London","EO","30","[c]","27690","27570"
"Leaver CS","2023","West Wales and The Valleys","South West Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","South West Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","South West Wales","Outside London","SEO/HEO","15","[c]","40790","39130"
"Leaver CS","2023","West Wales and The Valleys","South West Wales","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Swansea","Outside London","AA/AO","535","[c]","21290","21840"
"Leaver CS","2023","West Wales and The Valleys","Swansea","Outside London","EO","80","[c]","27560","27400"
"Leaver CS","2023","West Wales and The Valleys","Swansea","Outside London","G6/G7","30","[c]","64320","58020"
"Leaver CS","2023","West Wales and The Valleys","Swansea","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","Swansea","Outside London","SEO/HEO","90","[c]","38600","39040"
"Leaver CS","2023","West Wales and The Valleys","Swansea","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Bradford","Outside London","AA/AO","150","[c]","21670","21690"
"Leaver CS","2023","West Yorkshire","Bradford","Outside London","EO","60","[c]","27700","27570"
"Leaver CS","2023","West Yorkshire","Bradford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Bradford","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Bradford","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Calderdale and Kirklees","Outside London","AA/AO","25","[c]","21390","21690"
"Leaver CS","2023","West Yorkshire","Calderdale and Kirklees","Outside London","EO","45","[c]","27830","28120"
"Leaver CS","2023","West Yorkshire","Calderdale and Kirklees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Calderdale and Kirklees","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Calderdale and Kirklees","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Leeds","Outside London","AA/AO","330","[c]","21550","21690"
"Leaver CS","2023","West Yorkshire","Leeds","Outside London","EO","275","[c]","26780","27570"
"Leaver CS","2023","West Yorkshire","Leeds","Outside London","G6/G7","205","[c]","59420","59670"
"Leaver CS","2023","West Yorkshire","Leeds","Outside London","SCS level","20","[c]","95290","92660"
"Leaver CS","2023","West Yorkshire","Leeds","Outside London","SEO/HEO","340","[c]","35760","36150"
"Leaver CS","2023","West Yorkshire","Leeds","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Wakefield","Outside London","AA/AO","100","[c]","24660","21780"
"Leaver CS","2023","West Yorkshire","Wakefield","Outside London","EO","40","[c]","30650","28120"
"Leaver CS","2023","West Yorkshire","Wakefield","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","Wakefield","Outside London","SEO/HEO","25","[c]","38760","38640"
"Leaver CS","2023","West Yorkshire","Wakefield","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","EO","15","[c]","30680","31020"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","SEO/HEO","25","[c]","39120","38020"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Luton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Luton","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Luton","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","EO","15","[c]","29230","29890"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","EO","10","[c]","[c]","[c]"
