"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","Heterosexual / straight","100","95","42750","40440"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Heterosexual / straight","65","60","43300","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","Heterosexual / straight","755","680","44730","43650"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","LGBO","35","35","43720","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","Undeclared","180","155","47010","45450"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","Unknown","155","150","39250","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Heterosexual / straight","10385","9280","25710","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","LGBO","545","520","25650","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Undeclared","1630","1470","25640","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Unknown","1360","1250","24820","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","Heterosexual / straight","35","35","43120","38860"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","Heterosexual / straight","80","80","43040","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","Unknown","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","Heterosexual / straight","385","365","41140","39460"
"In post","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","LGBO","20","20","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","Undeclared","70","65","39900","39460"
"In post","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","Unknown","220","215","37100","39460"
"In post","2023","HM Land Registry","HM Land Registry","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Finance","Heterosexual / straight","50","50","46260","43150"
"In post","2023","HM Land Registry","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Finance","Unknown","20","20","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Human Resources","Heterosexual / straight","75","70","42400","39520"
"In post","2023","HM Land Registry","HM Land Registry","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Internal Audit","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Legal","Heterosexual / straight","175","160","51730","58010"
"In post","2023","HM Land Registry","HM Land Registry","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Legal","Undeclared","35","30","53400","58140"
"In post","2023","HM Land Registry","HM Land Registry","Legal","Unknown","70","65","46770","56190"
"In post","2023","HM Land Registry","HM Land Registry","Operational Delivery","Heterosexual / straight","2980","2655","30350","28080"
"In post","2023","HM Land Registry","HM Land Registry","Operational Delivery","LGBO","145","140","28450","28080"
"In post","2023","HM Land Registry","HM Land Registry","Operational Delivery","Undeclared","505","435","31810","28080"
"In post","2023","HM Land Registry","HM Land Registry","Operational Delivery","Unknown","1610","1465","27910","28080"
