"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Vehicle Certification Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Home Office","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","345","[c]","22010","22150"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","45","[c]","25270","25920"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","10","[c]","30670","30320"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","The National Archives","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","HEO","10","[c]","29230","28000"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Commercial Service","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Ministry of Defence","AO","20","[c]","21340","21000"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Ministry of Defence","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","EO","15","[c]","23920","24630"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","15","[c]","50560","49550"
