"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Central Civil Service Fast Stream","45","[c]","30840","32000"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Home Office","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Central Civil Service Fast Stream","45","[c]","32960","33250"
"Leaver Dept.","2023","Unknown","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","HM Revenue and Customs (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Home Office","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Cabinet Office (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Home Office","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Attorney General's Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Crown Prosecution Service","40","[c]","33930","28200"
"Leaver Dept.","2023","Unknown","Legal","Government Legal Department","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Cabinet Office (excl. agencies)","135","[c]","51860","54700"
"Leaver Dept.","2023","Unknown","No function","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Criminal Injuries Compensation Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","75","[c]","45520","40050"
"Leaver Dept.","2023","Unknown","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Department for Education (excl. agencies)","90","[c]","40580","37590"
"Leaver Dept.","2023","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Department for International Trade","55","[c]","43740","38240"
"Leaver Dept.","2023","Unknown","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","60","[c]","43320","37120"
"Leaver Dept.","2023","Unknown","No function","Department for Transport (excl. agencies)","60","[c]","42080","35760"
"Leaver Dept.","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","130","[c]","28390","28120"
"Leaver Dept.","2023","Unknown","No function","Department of Health and Social Care (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Driver and Vehicle Licensing Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Driver and Vehicle Standards Agency","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Education and Skills Funding Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","HM Courts and Tribunals Service","75","[c]","26720","23720"
"Leaver Dept.","2023","Unknown","No function","HM Prison and Probation Service","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","HM Revenue and Customs (excl. agencies)","260","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Home Office","405","[c]","34910","29890"
"Leaver Dept.","2023","Unknown","No function","Intellectual Property Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Ministry of Defence (excl. agencies)","35","[c]","40960","42590"
"Leaver Dept.","2023","Unknown","No function","Ministry of Justice (excl. agencies)","45","[c]","39220","37680"
"Leaver Dept.","2023","Unknown","No function","National Crime Agency","55","[c]","38810","36580"
"Leaver Dept.","2023","Unknown","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office of the Public Guardian","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Scottish Courts and Tribunals Service","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","The Insolvency Service","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
