"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","Female","25","25","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","Male","15","15","[c]","[c]"
"In post","2023","Communications","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Female","15","15","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Female","50","50","42940","41190"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Male","20","20","[c]","[c]"
"In post","2023","Communications","Met Office","Female","15","15","[c]","[c]"
"In post","2023","Communications","Met Office","Male","15","15","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Female","275","265","37040","34300"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Male","250","245","36110","33990"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Female","100","95","45260","43650"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Male","70","70","47740","43650"
"In post","2023","Communications","National Crime Agency","Female","25","25","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2023","Communications","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","Female","15","15","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","Male","10","10","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Female","30","25","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Female","45","40","46210","42650"
"In post","2023","Communications","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","Communications","Planning Inspectorate","Female","5","5","[c]","[c]"
"In post","2023","Communications","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Registers of Scotland","Female","15","15","[c]","[c]"
"In post","2023","Communications","Registers of Scotland","Male","5","5","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Female","40","35","33280","31270"
"In post","2023","Communications","Rural Payments Agency","Male","15","15","[c]","[c]"
"In post","2023","Communications","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Serious Fraud Office","Female","5","5","[c]","[c]"
"In post","2023","Communications","Serious Fraud Office","Male","5","5","[c]","[c]"
"In post","2023","Communications","Submarine Delivery Agency","Female","5","5","[c]","[c]"
"In post","2023","Communications","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","The Insolvency Service","Female","5","5","[c]","[c]"
"In post","2023","Communications","The Insolvency Service","Male","5","5","[c]","[c]"
"In post","2023","Communications","The National Archives","Female","10","10","[c]","[c]"
"In post","2023","Communications","The National Archives","Male","5","5","[c]","[c]"
"In post","2023","Communications","UK Export Finance","Female","45","45","54860","46770"
"In post","2023","Communications","UK Export Finance","Male","30","30","60820","54000"
"In post","2023","Communications","UK Health Security Agency","Female","50","45","49700","45200"
"In post","2023","Communications","UK Health Security Agency","Male","30","30","52360","50080"
"In post","2023","Communications","UK Hydrographic Office","Female","15","15","[c]","[c]"
"In post","2023","Communications","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Space Agency","Female","5","5","[c]","[c]"
"In post","2023","Communications","UK Space Agency","Male","5","5","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","Female","50","45","41440","37760"
"In post","2023","Communications","UK Statistics Authority","Male","25","25","[c]","[c]"
"In post","2023","Communications","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","Female","30","30","39710","39020"
"In post","2023","Communications","Valuation Office Agency","Male","20","20","[c]","[c]"
"In post","2023","Communications","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Female","70","65","47650","44770"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Male","75","75","49780","50990"
"In post","2023","Counter Fraud","Companies House","Female","120","105","25560","23240"
"In post","2023","Counter Fraud","Companies House","Male","70","65","27240","25610"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Female","4040","3555","29130","28120"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Male","2505","2350","29630","28120"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Male","30","30","31000","31310"
"In post","2023","Counter Fraud","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Male","35","30","40490","38100"
"In post","2023","Counter Fraud","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","4640","4260","35460","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","5005","4850","37810","35000"
"In post","2023","Counter Fraud","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Male","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","Female","95","95","43790","40000"
"In post","2023","Counter Fraud","Serious Fraud Office","Male","140","135","50550","43480"
"In post","2023","Counter Fraud","The Insolvency Service","Female","100","95","40300","40280"
"In post","2023","Counter Fraud","The Insolvency Service","Male","140","135","40860","39670"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Female","1765","1460","23370","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Male","860","810","23270","21690"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Female","2905","2565","25470","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Male","2215","2130","25300","22520"
