"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","South West (England)","75","[c]","45930","40400"
"Leaver CS","2023","Declared non-disabled","White","Commercial","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","London","110","[c]","50190","45610"
"Leaver CS","2023","Declared non-disabled","White","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","Wales","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","London","40","[c]","38960","35880"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","North East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","North West (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","Scotland","50","[c]","25240","25030"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","South East (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","East Midlands (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","East of England","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","London","160","[c]","52360","51970"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","North East (England)","85","[c]","44630","40340"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","North West (England)","125","[c]","47420","41830"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Scotland","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","South East (England)","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","South West (England)","125","[c]","40980","39460"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Wales","70","[c]","40010","37520"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","West Midlands (England)","50","[c]","44440","43760"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Yorkshire and The Humber","55","[c]","46080","42280"
"Leaver CS","2023","Declared non-disabled","White","Economics","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Economics","London","70","[c]","44650","39830"
"Leaver CS","2023","Declared non-disabled","White","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Economics","South East (England)","[c]","[c]","[c]","[c]"
