"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Legal","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Lothian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Lothian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Surrey","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","West Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Westminster","Female","185","[c]","44590","45230"
"New entrant CS","2023","Legal","Legal","Westminster","Male","90","[c]","46420","50500"
"New entrant CS","2023","Legal","Legal","Wirral","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Wirral","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Barnet","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Barnet","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Berkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Berkshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Birmingham","Female","40","[c]","22590","22870"
"New entrant CS","2023","Legal","Operational Delivery","Birmingham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Brighton and Hove","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Brighton and Hove","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Bristol, City of","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Bristol, City of","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Cardiff and Vale of Glamorgan","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","East Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","East Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","East Kent","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","East Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","East Merseyside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","East Merseyside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Flintshire and Wrexham","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Glasgow City","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Heart of Essex","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Hertfordshire CC","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Leeds","Female","30","[c]","23890","22870"
"New entrant CS","2023","Legal","Operational Delivery","Leeds","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Leicester","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Leicester","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Liverpool","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Liverpool","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Manchester","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Mid Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Mid Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Mid Lancashire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","North Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","North Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Norwich and East Norfolk","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Nottingham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Nottingham","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Portsmouth","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Portsmouth","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Sefton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Sefton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Sheffield","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","South Hampshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","South Hampshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","South Teesside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","South Teesside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Swansea","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Swansea","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Swindon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Swindon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Tyneside","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Tyneside","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Wakefield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Wakefield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","West Surrey","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","West Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Westminster","Female","130","[c]","26470","27760"
"New entrant CS","2023","Legal","Operational Delivery","Westminster","Male","55","[c]","26290","27760"
"New entrant CS","2023","Legal","Operational Delivery","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","York","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","York","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Berkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Berkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Ealing","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Ealing","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Glasgow City","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Project Delivery","Berkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Project Delivery","Berkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Project Delivery","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Project Delivery","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Property","York","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Property","York","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Science and Engineering","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Science and Engineering","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Birmingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Birmingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Portsmouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tax","Portsmouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Birmingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Birmingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
