"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Policy","London","20","15","50740","53960"
"In post","2023","30-39","Security","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Security","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Security","London","235","230","43100","42240"
"In post","2023","30-39","Security","Security","Outside London","1340","1330","33330","31060"
"In post","2023","30-39","Security","Security","Overseas","30","30","39700","37170"
"In post","2023","30-39","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","London","30","30","47230","47080"
"In post","2023","30-39","Security","Unknown","Outside London","120","115","30690","27430"
"In post","2023","30-39","Security","Unknown","Unknown","15","10","27010","24610"
"In post","2023","30-39","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","Outside London","45","45","40000","39690"
"In post","2023","30-39","Unknown","Digital, Data and Technology","Outside London","45","40","34960","32460"
"In post","2023","30-39","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Economics","Outside London","10","10","42070","41700"
"In post","2023","30-39","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Finance","Outside London","55","50","40770","39690"
"In post","2023","30-39","Unknown","Human Resources","Outside London","50","50","32260","30610"
"In post","2023","30-39","Unknown","Inspector of Education and Training","Outside London","10","10","35870","36590"
"In post","2023","30-39","Unknown","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","Outside London","25","25","36130","32460"
"In post","2023","30-39","Unknown","Legal","Outside London","55","55","58580","59480"
"In post","2023","30-39","Unknown","Medicine","London","15","15","52600","54090"
"In post","2023","30-39","Unknown","Medicine","Outside London","45","45","46620","43660"
"In post","2023","30-39","Unknown","Operational Delivery","London","30","30","54950","55860"
"In post","2023","30-39","Unknown","Operational Delivery","Outside London","320","305","35070","30610"
"In post","2023","30-39","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other","London","15","15","48920","56080"
"In post","2023","30-39","Unknown","Other","Outside London","200","195","41970","39890"
"In post","2023","30-39","Unknown","Other","Unknown","375","375","42160","41300"
"In post","2023","30-39","Unknown","Planning","Outside London","15","15","37970","39690"
"In post","2023","30-39","Unknown","Policy","London","125","125","51760","55150"
"In post","2023","30-39","Unknown","Policy","Outside London","435","415","41490","39690"
"In post","2023","30-39","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Project Delivery","Outside London","20","20","38440","39690"
"In post","2023","30-39","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Psychology","Outside London","15","15","47210","49260"
"In post","2023","30-39","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Science and Engineering","Outside London","420","410","41850","39890"
"In post","2023","30-39","Unknown","Security","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Social Research","Outside London","35","35","46010","45970"
"In post","2023","30-39","Unknown","Statistics","Outside London","35","35","45640","43660"
"In post","2023","30-39","Unknown","Unknown","London","165","165","46350","44360"
"In post","2023","30-39","Unknown","Unknown","Outside London","4925","4735","39200","34730"
"In post","2023","30-39","Unknown","Unknown","Overseas","25","25","57080","55070"
"In post","2023","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Digital, Data and Technology","London","20","20","50850","43720"
"In post","2023","40-49","Analysis","Digital, Data and Technology","Outside London","25","25","44220","41710"
"In post","2023","40-49","Analysis","Economics","London","135","125","71240","68260"
"In post","2023","40-49","Analysis","Economics","Outside London","55","50","58300","54440"
"In post","2023","40-49","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Finance","Outside London","10","10","43350","44540"
"In post","2023","40-49","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Intelligence Analysis","London","10","10","51090","56550"
"In post","2023","40-49","Analysis","Intelligence Analysis","Outside London","30","25","39840","40570"
"In post","2023","40-49","Analysis","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Knowledge and Information Management","Outside London","10","10","39430","34900"
"In post","2023","40-49","Analysis","Operational Delivery","London","25","20","45030","36310"
"In post","2023","40-49","Analysis","Operational Delivery","Outside London","140","135","35080","32550"
"In post","2023","40-49","Analysis","Operational Research","London","65","60","57790","60230"
"In post","2023","40-49","Analysis","Operational Research","Outside London","110","100","47160","49260"
"In post","2023","40-49","Analysis","Other","London","105","95","66730","58970"
"In post","2023","40-49","Analysis","Other","Outside London","50","50","42760","37680"
"In post","2023","40-49","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Policy","London","25","25","58080","58370"
"In post","2023","40-49","Analysis","Policy","Outside London","20","15","56850","53190"
"In post","2023","40-49","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Science and Engineering","Outside London","335","320","46680","49260"
"In post","2023","40-49","Analysis","Social Research","London","110","100","59370","61530"
"In post","2023","40-49","Analysis","Social Research","Outside London","165","150","45330","41680"
"In post","2023","40-49","Analysis","Statistics","London","220","205","58250","58660"
"In post","2023","40-49","Analysis","Statistics","Outside London","320","295","48570","50380"
"In post","2023","40-49","Analysis","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Unknown","London","15","15","63730","65000"
"In post","2023","40-49","Analysis","Unknown","Outside London","15","15","43980","42810"
"In post","2023","40-49","Commercial","Commercial","London","360","355","66960","65500"
"In post","2023","40-49","Commercial","Commercial","Outside London","1260","1220","48500","42620"
"In post","2023","40-49","Commercial","Commercial","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Human Resources","London","10","10","55290","56430"
"In post","2023","40-49","Commercial","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Operational Delivery","London","45","45","56750","54460"
"In post","2023","40-49","Commercial","Operational Delivery","Outside London","30","30","38180","37300"
"In post","2023","40-49","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Other","Outside London","45","40","41740","39650"
"In post","2023","40-49","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Policy","Outside London","15","15","51520","52790"
"In post","2023","40-49","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Project Delivery","Outside London","15","15","38790","34170"
"In post","2023","40-49","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Tax","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","London","25","25","63440","56810"
"In post","2023","40-49","Commercial","Unknown","Outside London","30","30","55350","47190"
"In post","2023","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Communications","London","420","405","57770","55630"
"In post","2023","40-49","Communications","Communications","Outside London","520","485","42470","40800"
"In post","2023","40-49","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","40-49","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Knowledge and Information Management","London","15","15","47630","48790"
"In post","2023","40-49","Communications","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","40-49","Communications","Operational Delivery","Outside London","20","20","35100","31910"
"In post","2023","40-49","Communications","Other","London","[c]","[c]","[c]","[c]"
