"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Home Office","Economics","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Finance","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Human Resources","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","AA/AO","Female","80","[c]","23020","22400"
"Leaver Dept.","2023","Home Office","Operational Delivery","AA/AO","Male","70","[c]","22990","22400"
"Leaver Dept.","2023","Home Office","Operational Delivery","EO","Female","130","[c]","27180","26750"
"Leaver Dept.","2023","Home Office","Operational Delivery","EO","Male","125","[c]","26960","26750"
"Leaver Dept.","2023","Home Office","Operational Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","SEO/HEO","Female","55","[c]","35920","35690"
"Leaver Dept.","2023","Home Office","Operational Delivery","SEO/HEO","Male","40","[c]","36030","35690"
"Leaver Dept.","2023","Home Office","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Research","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","G6/G7","Female","45","[c]","62110","59290"
"Leaver Dept.","2023","Home Office","Policy","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","SEO/HEO","Female","85","[c]","40090","41950"
"Leaver Dept.","2023","Home Office","Policy","SEO/HEO","Male","50","[c]","40160","41950"
"Leaver Dept.","2023","Home Office","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Social Research","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Geography","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","AA/AO","Female","35","[c]","22010","22170"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
