"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","Outside London","G6/G7","235","230","55860","53110"
"In post","2023","Food Standards Agency","Outside London","SCS level","20","20","84980","79830"
"In post","2023","Food Standards Agency","Outside London","SEO/HEO","680","665","36020","37720"
"In post","2023","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Outside London","AA/AO","10","10","25740","26600"
"In post","2023","Food Standards Scotland","Outside London","EO","95","90","30710","31190"
"In post","2023","Food Standards Scotland","Outside London","G6/G7","30","30","61980","58850"
"In post","2023","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Outside London","SEO/HEO","150","145","39330","38330"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","155","150","28690","28950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","425","415","32580","32570"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","1900","1845","62030","60430"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","315","310","87180","79470"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","1595","1575","40390","40250"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","175","170","25030","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","175","165","27610","26900"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","315","305","56860","55000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","20","20","82060","78410"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","420","405","38540","37950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","20","20","26330","23950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","40","40","28000","28530"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","1025","1020","59480","57930"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","245","245","87200","77480"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","775","775","36260","35250"
"In post","2023","Forestry and Land Scotland","Outside London","AA/AO","515","495","27910","28140"
"In post","2023","Forestry and Land Scotland","Outside London","EO","290","280","33480","33260"
"In post","2023","Forestry and Land Scotland","Outside London","G6/G7","35","35","64610","62270"
"In post","2023","Forestry and Land Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","Outside London","SEO/HEO","260","245","43000","41500"
"In post","2023","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","London","EO","25","25","30600","30090"
"In post","2023","Government Actuary's Department","London","G6/G7","115","105","88630","83190"
"In post","2023","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","London","SEO/HEO","55","55","42700","41870"
"In post","2023","Government Actuary's Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Outside London","G6/G7","10","10","79740","71780"
"In post","2023","Government Actuary's Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","London","G6/G7","505","500","67770","66270"
"In post","2023","Government Commercial Organisation","London","SCS level","125","125","127070","123930"
"In post","2023","Government Commercial Organisation","London","SEO/HEO","15","15","42240","41410"
"In post","2023","Government Commercial Organisation","Outside London","G6/G7","685","680","67840","66270"
"In post","2023","Government Commercial Organisation","Outside London","SCS level","90","90","115660","110430"
"In post","2023","Government Commercial Organisation","Outside London","SEO/HEO","60","60","39530","39460"
"In post","2023","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","EO","15","15","30510","29510"
"In post","2023","Government Internal Audit Agency","London","G6/G7","65","60","60230","59430"
"In post","2023","Government Internal Audit Agency","London","SCS level","10","10","93620","89480"
"In post","2023","Government Internal Audit Agency","London","SEO/HEO","85","80","43210","43160"
"In post","2023","Government Internal Audit Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Outside London","G6/G7","120","115","56260","53050"
"In post","2023","Government Internal Audit Agency","Outside London","SCS level","15","15","90580","79270"
"In post","2023","Government Internal Audit Agency","Outside London","SEO/HEO","145","130","39400","42700"
"In post","2023","Government Internal Audit Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","SEO/HEO","15","15","41690","43160"
"In post","2023","Government Legal Department","London","AA/AO","40","40","24860","24770"
"In post","2023","Government Legal Department","London","EO","335","320","29240","28170"
"In post","2023","Government Legal Department","London","G6/G7","1595","1470","61440","65650"
"In post","2023","Government Legal Department","London","SCS level","200","190","85270","80270"
"In post","2023","Government Legal Department","London","SEO/HEO","260","255","38520","38860"
"In post","2023","Government Legal Department","Outside London","EO","20","20","28910","26680"
"In post","2023","Government Legal Department","Outside London","G6/G7","180","165","58090","55160"
"In post","2023","Government Legal Department","Outside London","SCS level","15","15","84220","78500"
"In post","2023","Government Legal Department","Outside London","SEO/HEO","30","30","37270","37790"
"In post","2023","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","London","EO","10","5","[c]","[c]"
"In post","2023","Government Property Agency","London","G6/G7","60","60","59570","56220"
"In post","2023","Government Property Agency","London","SCS level","10","10","96970","92380"
"In post","2023","Government Property Agency","London","SEO/HEO","35","35","39380","40000"
"In post","2023","Government Property Agency","Outside London","EO","15","15","24670","24820"
"In post","2023","Government Property Agency","Outside London","G6/G7","140","140","55350","54050"
"In post","2023","Government Property Agency","Outside London","SCS level","15","15","93800","93000"
"In post","2023","Government Property Agency","Outside London","SEO/HEO","100","100","36510","38340"
"In post","2023","HM Courts and Tribunals Service","London","AA/AO","1915","1745","25000","25480"
"In post","2023","HM Courts and Tribunals Service","London","EO","795","765","29760","29660"
"In post","2023","HM Courts and Tribunals Service","London","G6/G7","285","275","61430","59140"
"In post","2023","HM Courts and Tribunals Service","London","SCS level","35","35","88380","86310"
"In post","2023","HM Courts and Tribunals Service","London","SEO/HEO","840","810","40200","37180"
"In post","2023","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Outside London","AA/AO","7500","6480","21500","21780"
"In post","2023","HM Courts and Tribunals Service","Outside London","EO","1975","1855","25960","25830"
"In post","2023","HM Courts and Tribunals Service","Outside London","G6/G7","450","440","56550","52370"
"In post","2023","HM Courts and Tribunals Service","Outside London","SCS level","40","40","85220","78520"
"In post","2023","HM Courts and Tribunals Service","Outside London","SEO/HEO","1965","1840","36410","37680"
"In post","2023","HM Courts and Tribunals Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","AA/AO","20","15","22030","21780"
"In post","2023","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","G6/G7","10","10","63610","62460"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","10","10","59380","58480"
"In post","2023","HM Crown Prosecution Service Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","AA/AO","45","45","26770","26760"
"In post","2023","HM Land Registry","London","EO","110","100","31860","31680"
"In post","2023","HM Land Registry","London","G6/G7","50","50","69880","70030"
"In post","2023","HM Land Registry","London","SCS level","10","10","100730","90780"
"In post","2023","HM Land Registry","London","SEO/HEO","180","170","42170","43020"
"In post","2023","HM Land Registry","Outside London","AA/AO","1550","1440","23370","23390"
"In post","2023","HM Land Registry","Outside London","EO","2350","2095","28270","28080"
"In post","2023","HM Land Registry","Outside London","G6/G7","275","260","61050","60470"
"In post","2023","HM Land Registry","Outside London","SCS level","15","15","81020","83000"
"In post","2023","HM Land Registry","Outside London","SEO/HEO","2130","1910","37990","34850"
"In post","2023","HM Prison and Probation Service","London","AA/AO","2930","2815","32280","33800"
"In post","2023","HM Prison and Probation Service","London","EO","850","830","36020","37580"
