"Status","Year","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leeds","Female","150","145","50830","51290"
"In post","2023","Cabinet Office","Leeds","Male","130","130","51700","52660"
"In post","2023","Cabinet Office","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Liverpool","Female","280","270","41580","40450"
"In post","2023","Cabinet Office","Liverpool","Male","195","195","43840","40450"
"In post","2023","Cabinet Office","Manchester","Female","160","155","49330","50690"
"In post","2023","Cabinet Office","Manchester","Male","170","170","51850","51290"
"In post","2023","Cabinet Office","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Milton Keynes","Female","40","35","31410","33520"
"In post","2023","Cabinet Office","Milton Keynes","Male","30","30","44740","35700"
"In post","2023","Cabinet Office","Monmouthshire and Newport","Female","75","75","38310","33000"
"In post","2023","Cabinet Office","Monmouthshire and Newport","Male","60","60","42620","40230"
"In post","2023","Cabinet Office","North Hampshire","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","North Hampshire","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Yorkshire CC","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North Yorkshire CC","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Norwich and East Norfolk","Female","105","95","45400","40620"
"In post","2023","Cabinet Office","Norwich and East Norfolk","Male","105","105","44830","40450"
"In post","2023","Cabinet Office","Nottingham","Female","35","35","47410","38420"
"In post","2023","Cabinet Office","Nottingham","Male","35","35","51060","53220"
"In post","2023","Cabinet Office","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Peterborough","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Peterborough","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Portsmouth","Female","15","10","[c]","[c]"
"In post","2023","Cabinet Office","Portsmouth","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sheffield","Female","55","50","51630","54350"
"In post","2023","Cabinet Office","Sheffield","Male","45","45","55160","56000"
"In post","2023","Cabinet Office","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Solihull","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South Hampshire","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South Lanarkshire","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Staffordshire CC","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Staffordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Swindon","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Swindon","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Telford and Wrekin","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Telford and Wrekin","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Tower Hamlets","Female","670","645","53170","56430"
"In post","2023","Cabinet Office","Tower Hamlets","Male","655","645","57580","56430"
"In post","2023","Cabinet Office","Tyneside","Female","245","225","30320","26300"
"In post","2023","Cabinet Office","Tyneside","Male","150","145","33560","30130"
"In post","2023","Cabinet Office","Unknown","Female","85","85","47110","38460"
"In post","2023","Cabinet Office","Unknown","Male","90","85","38950","33020"
"In post","2023","Cabinet Office","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Surrey","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Westminster","Female","2255","2215","47970","41410"
"In post","2023","Cabinet Office","Westminster","Male","1925","1915","53960","51290"
"In post","2023","Cabinet Office","Wiltshire","Female","25","20","[c]","[c]"
"In post","2023","Cabinet Office","Wiltshire","Male","35","35","68710","66270"
"In post","2023","Cabinet Office","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","York","Female","345","325","34400","32960"
"In post","2023","Cabinet Office","York","Male","275","265","36030","33020"
"In post","2023","Chancellor's other departments","Camden and City of London","Female","80","75","65070","66350"
"In post","2023","Chancellor's other departments","Camden and City of London","Male","120","115","70590","58970"
"In post","2023","Chancellor's other departments","City of Edinburgh","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Durham","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Durham","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Glasgow City","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Glasgow City","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Mid Lancashire","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Westminster","Female","70","65","49480","46560"
"In post","2023","Chancellor's other departments","Westminster","Male","80","80","59190","54500"
"In post","2023","Charity Commission","Monmouthshire and Newport","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Sefton","Female","230","215","33770","30170"
"In post","2023","Charity Commission","Sefton","Male","150","150","33910","30170"
"In post","2023","Charity Commission","Somerset CC","Female","20","15","[c]","[c]"
"In post","2023","Charity Commission","Somerset CC","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","Westminster","Female","50","45","47360","42880"
"In post","2023","Charity Commission","Westminster","Male","35","30","43320","38800"
"In post","2023","Competition and Markets Authority","Belfast","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Belfast","Male","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","City of Edinburgh","Female","35","35","60670","57540"
"In post","2023","Competition and Markets Authority","City of Edinburgh","Male","35","35","57440","55130"
"In post","2023","Competition and Markets Authority","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Manchester","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Manchester","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Tower Hamlets","Female","395","375","60630","57540"
"In post","2023","Competition and Markets Authority","Tower Hamlets","Male","400","390","65120","60850"
"In post","2023","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Female","65","60","47610","38280"
"In post","2023","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Male","70","70","50160","40040"
