"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Science and Engineering","Heterosexual / straight","45","45","19950","19280"
"In post","2023","16-19","Ministry of Defence","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Science and Engineering","Unknown","45","45","18910","18280"
"In post","2023","16-19","Ministry of Defence","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Operational Delivery","Heterosexual / straight","180","180","25620","24070"
"In post","2023","16-19","Ministry of Justice","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Operational Delivery","Unknown","125","120","25580","23230"
"In post","2023","16-19","Ministry of Justice","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Scottish Government","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Other","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Government","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Unknown","Unknown","30","30","22930","22180"
"In post","2023","16-19","The National Archives","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Counter Fraud","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","Heterosexual / straight","35","35","28170","26900"
"In post","2023","20-29","Attorney General's Departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","Heterosexual / straight","45","45","31960","28200"
"In post","2023","20-29","Attorney General's Departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Legal","Heterosexual / straight","355","355","40550","40800"
"In post","2023","20-29","Attorney General's Departments","Legal","LGBO","45","45","40650","45230"
"In post","2023","20-29","Attorney General's Departments","Legal","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Legal","Unknown","35","35","45720","49050"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Heterosexual / straight","790","780","25530","25600"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","LGBO","95","95","25540","26900"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Undeclared","50","45","25430","24480"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Unknown","50","50","28790","27760"
