"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Grants Management","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Wales","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","West Midlands (England)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Yorkshire and The Humber","North Yorkshire","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Yorkshire and The Humber","North Yorkshire","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Yorkshire and The Humber","West Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Yorkshire and The Humber","West Yorkshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East Midlands (England)","Lincolnshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East of England","East Anglia","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East of England","East Anglia","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Inner London - East","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Inner London - East","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Inner London - West","Female","85","[c]","36010","30950"
"New entrant CS","2023","Human Resources","London","Inner London - West","Male","50","[c]","36280","35320"
"New entrant CS","2023","Human Resources","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Outer London - South","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Outer London - South","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Female","30","[c]","39450","34290"
"New entrant CS","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North East (England)","Tees Valley and Durham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North East (England)","Tees Valley and Durham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North West (England)","Cheshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North West (England)","Cheshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North West (England)","Greater Manchester","Female","50","[c]","34320","32130"
"New entrant CS","2023","Human Resources","North West (England)","Greater Manchester","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North West (England)","Lancashire","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North West (England)","Lancashire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","North West (England)","Merseyside","Female","30","[c]","30090","25300"
"New entrant CS","2023","Human Resources","North West (England)","Merseyside","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","Overseas","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Scotland","Eastern Scotland","Female","30","[c]","35620","30000"
"New entrant CS","2023","Human Resources","Scotland","Eastern Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Scotland","West Central Scotland","Female","35","[c]","30770","28000"
"New entrant CS","2023","Human Resources","Scotland","West Central Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","Female","30","[c]","30200","27080"
"New entrant CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","Male","30","[c]","32120","27140"
"New entrant CS","2023","Human Resources","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South East (England)","Surrey, East and West Sussex","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Cornwall and Isles of Scilly","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Devon","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Devon","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Dorset and Somerset","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Dorset and Somerset","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","105","[c]","31460","27080"
"New entrant CS","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","45","[c]","30510","27140"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Wales","East Wales","Female","50","[c]","32540","28480"
"New entrant CS","2023","Human Resources","Wales","East Wales","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Wales","West Wales and The Valleys","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Wales","West Wales and The Valleys","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Male","40","[c]","31800","30080"
"New entrant CS","2023","Human Resources","West Midlands (England)","West Midlands","Female","30","[c]","31850","30940"
"New entrant CS","2023","Human Resources","West Midlands (England)","West Midlands","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","North Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","North Yorkshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","South Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","West Yorkshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Yorkshire and The Humber","West Yorkshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","Inner London - East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","Inner London - East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","Inner London - West","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","Inner London - West","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North West (England)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North West (England)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North West (England)","Merseyside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","North West (England)","Merseyside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Scotland","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Scotland","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
