"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","HM Treasury (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","EO","Heterosexual / straight","55","[c]","26080","25460"
"New entrant CS","2023","HM Treasury (excl. agencies)","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","HEO","Heterosexual / straight","75","[c]","31190","30510"
"New entrant CS","2023","HM Treasury (excl. agencies)","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","AO","Heterosexual / straight","65","[c]","21570","21540"
"New entrant CS","2023","Health and Safety Executive","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","EO","Heterosexual / straight","55","[c]","27540","27320"
"New entrant CS","2023","Health and Safety Executive","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","HEO","Heterosexual / straight","45","[c]","33390","32800"
"New entrant CS","2023","Health and Safety Executive","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","SEO","Heterosexual / straight","50","[c]","48230","45520"
"New entrant CS","2023","Health and Safety Executive","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","AA","Unknown","90","[c]","21770","23500"
"New entrant CS","2023","Home Office","AO","Heterosexual / straight","595","[c]","23020","22400"
"New entrant CS","2023","Home Office","AO","LGBO","60","[c]","22870","22400"
"New entrant CS","2023","Home Office","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","AO","Unknown","3035","[c]","23100","22400"
"New entrant CS","2023","Home Office","EO","Heterosexual / straight","605","[c]","26920","25750"
"New entrant CS","2023","Home Office","EO","LGBO","85","[c]","26760","25750"
"New entrant CS","2023","Home Office","EO","Undeclared","35","[c]","26610","25750"
"New entrant CS","2023","Home Office","EO","Unknown","2555","[c]","27130","25750"
"New entrant CS","2023","Home Office","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","G7","Unknown","65","[c]","58400","59000"
"New entrant CS","2023","Home Office","HEO","Heterosexual / straight","75","[c]","33800","32250"
"New entrant CS","2023","Home Office","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","HEO","Unknown","295","[c]","34180","35280"
"New entrant CS","2023","Home Office","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SEO","Heterosexual / straight","40","[c]","40910","39320"
"New entrant CS","2023","Home Office","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SEO","Unknown","110","[c]","41150","40450"
"New entrant CS","2023","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","AO","Heterosexual / straight","30","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","AO","Unknown","35","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","AO","Heterosexual / straight","40","[c]","22730","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","AO","Unknown","45","[c]","22480","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","45","[c]","27810","27840"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","Unknown","[c]","[c]","[c]","[c]"
