"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Revenue and Customs","Outside London","EO","EO","14205","13245","28220","28130"
"In post","2023","HM Revenue and Customs","Outside London","G6/G7","G6","1540","1485","70740","71300"
"In post","2023","HM Revenue and Customs","Outside London","G6/G7","G7","5215","5030","57290","57970"
"In post","2023","HM Revenue and Customs","Outside London","SCS level","SCS level","270","265","85340","78430"
"In post","2023","HM Revenue and Customs","Outside London","SEO/HEO","HEO","14005","13395","34900","35000"
"In post","2023","HM Revenue and Customs","Outside London","SEO/HEO","SEO","7640","7340","42640","42510"
"In post","2023","HM Treasury","London","AA/AO","AO","30","30","24070","24030"
"In post","2023","HM Treasury","London","EO","EO","205","200","28150","28380"
"In post","2023","HM Treasury","London","G6/G7","G6","315","305","67900","64950"
"In post","2023","HM Treasury","London","G6/G7","G7","685","675","55890","54130"
"In post","2023","HM Treasury","London","SCS level","SCS level","150","145","87490","78690"
"In post","2023","HM Treasury","London","SEO/HEO","HEO","545","545","34810","33820"
"In post","2023","HM Treasury","London","SEO/HEO","SEO","195","190","43180","40070"
"In post","2023","HM Treasury","Outside London","AA/AO","AO","20","20","22110","22020"
"In post","2023","HM Treasury","Outside London","EO","EO","65","65","25430","25460"
"In post","2023","HM Treasury","Outside London","G6/G7","G6","65","65","63330","64280"
"In post","2023","HM Treasury","Outside London","G6/G7","G7","130","125","52390","51350"
"In post","2023","HM Treasury","Outside London","SCS level","SCS level","25","25","92540","80300"
"In post","2023","HM Treasury","Outside London","SEO/HEO","HEO","145","135","31740","30510"
"In post","2023","HM Treasury","Outside London","SEO/HEO","SEO","105","95","42100","42700"
"In post","2023","HM Treasury","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","HM Treasury","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Unknown","SEO/HEO","SEO","10","10","43380","43290"
"In post","2023","Home Office","London","AA/AO","AA","290","255","23490","23500"
"In post","2023","Home Office","London","AA/AO","AO","1720","1575","26420","26400"
"In post","2023","Home Office","London","EO","EO","4415","4115","30330","29980"
"In post","2023","Home Office","London","G6/G7","G6","805","785","72670","71050"
"In post","2023","Home Office","London","G6/G7","G7","2120","2080","60540","59290"
"In post","2023","Home Office","London","SCS level","SCS level","280","275","91660","83970"
"In post","2023","Home Office","London","SEO/HEO","HEO","2580","2500","36570","36180"
"In post","2023","Home Office","London","SEO/HEO","SEO","2345","2295","44030","43210"
"In post","2023","Home Office","London","Unknown","Unknown","40","35","[c]","[c]"
"In post","2023","Home Office","Outside London","AA/AO","AA","425","365","19510","19500"
"In post","2023","Home Office","Outside London","AA/AO","AO","7020","6345","22430","22400"
"In post","2023","Home Office","Outside London","EO","EO","12850","11990","26600","25880"
"In post","2023","Home Office","Outside London","G6/G7","G6","310","300","67820","65820"
"In post","2023","Home Office","Outside London","G6/G7","G7","1140","1115","55300","54260"
"In post","2023","Home Office","Outside London","SCS level","SCS level","60","60","88920","82500"
"In post","2023","Home Office","Outside London","SEO/HEO","HEO","4190","4030","32630","32160"
"In post","2023","Home Office","Outside London","SEO/HEO","SEO","2155","2100","39920","39190"
"In post","2023","Home Office","Outside London","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Home Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","EO","EO","15","15","27070","26810"
"In post","2023","Home Office","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Home Office","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","Unknown","Unknown","125","125","[c]","[c]"
"In post","2023","Home Office","Unknown","AA/AO","AO","20","20","22400","22400"
"In post","2023","Home Office","Unknown","EO","EO","165","140","28210","26780"
"In post","2023","Home Office","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","London","AA/AO","AA","210","210","23980","24380"
"In post","2023","Ministry of Defence","London","AA/AO","AO","570","550","27840","26560"
"In post","2023","Ministry of Defence","London","EO","EO","565","555","31830","31020"
"In post","2023","Ministry of Defence","London","G6/G7","G6","285","280","70830","70470"
"In post","2023","Ministry of Defence","London","G6/G7","G7","575","570","59660","60220"
"In post","2023","Ministry of Defence","London","SCS level","SCS level","195","190","92740","82920"
"In post","2023","Ministry of Defence","London","SEO/HEO","HEO","800","780","38480","38020"
"In post","2023","Ministry of Defence","London","SEO/HEO","SEO","1050","1030","46290","45750"
"In post","2023","Ministry of Defence","Outside London","AA/AO","AA","4480","4315","21330","21380"
"In post","2023","Ministry of Defence","Outside London","AA/AO","AO","10570","10095","25440","22220"
"In post","2023","Ministry of Defence","Outside London","EO","EO","7770","7520","28800","27470"
"In post","2023","Ministry of Defence","Outside London","G6/G7","G6","1505","1415","72260","70550"
"In post","2023","Ministry of Defence","Outside London","G6/G7","G7","5325","5145","54400","54960"
"In post","2023","Ministry of Defence","Outside London","SCS level","SCS level","315","300","95800","91130"
"In post","2023","Ministry of Defence","Outside London","SEO/HEO","HEO","10505","10165","34250","33990"
"In post","2023","Ministry of Defence","Outside London","SEO/HEO","SEO","8860","8575","42330","41800"
"In post","2023","Ministry of Defence","Outside London","Unknown","Unknown","2125","2065","43270","41200"
"In post","2023","Ministry of Defence","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Overseas","AA/AO","AO","25","25","33610","32000"
"In post","2023","Ministry of Defence","Overseas","EO","EO","115","115","39340","37310"
"In post","2023","Ministry of Defence","Overseas","G6/G7","G6","45","45","92720","91380"
"In post","2023","Ministry of Defence","Overseas","G6/G7","G7","70","70","74770","73560"
"In post","2023","Ministry of Defence","Overseas","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Overseas","SEO/HEO","HEO","310","310","51460","50740"
"In post","2023","Ministry of Defence","Overseas","SEO/HEO","SEO","145","145","59510","57280"
"In post","2023","Ministry of Defence","Overseas","Unknown","Unknown","25","25","52350","43590"
"In post","2023","Ministry of Defence","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Ministry of Justice","London","AA/AO","AA","965","900","25280","25760"
"In post","2023","Ministry of Justice","London","AA/AO","AO","4010","3795","30260","29150"
"In post","2023","Ministry of Justice","London","EO","EO","2140","2080","32280","29660"
"In post","2023","Ministry of Justice","London","G6/G7","G6","480","470","73270","70250"
"In post","2023","Ministry of Justice","London","G6/G7","G7","1475","1430","60080","58740"
"In post","2023","Ministry of Justice","London","SCS level","SCS level","205","200","89530","83010"
"In post","2023","Ministry of Justice","London","SEO/HEO","HEO","1915","1865","36980","35410"
"In post","2023","Ministry of Justice","London","SEO/HEO","SEO","2050","1995","46510","43650"
"In post","2023","Ministry of Justice","London","Unknown","Unknown","2410","2285","35240","33050"
"In post","2023","Ministry of Justice","Outside London","AA/AO","AA","6950","6300","22550","23230"
"In post","2023","Ministry of Justice","Outside London","AA/AO","AO","28060","26025","27900","28880"
"In post","2023","Ministry of Justice","Outside London","EO","EO","9340","8865","30650","28480"
"In post","2023","Ministry of Justice","Outside London","G6/G7","G6","560","550","74530","68380"
"In post","2023","Ministry of Justice","Outside London","G6/G7","G7","1335","1305","57570","54740"
"In post","2023","Ministry of Justice","Outside London","SCS level","SCS level","135","135","95170","96700"
"In post","2023","Ministry of Justice","Outside London","SEO/HEO","HEO","6200","5915","35160","32530"
"In post","2023","Ministry of Justice","Outside London","SEO/HEO","SEO","4370","4180","45450","44330"
"In post","2023","Ministry of Justice","Outside London","Unknown","Unknown","19150","17765","29910","29050"
"In post","2023","Ministry of Justice","Unknown","AA/AO","AA","25","25","23090","23230"
"In post","2023","Ministry of Justice","Unknown","AA/AO","AO","60","60","26430","28880"
"In post","2023","Ministry of Justice","Unknown","EO","EO","10","10","27010","25830"
"In post","2023","Ministry of Justice","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Unknown","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","National Crime Agency","London","AA/AO","AO","70","65","28310","26550"
"In post","2023","National Crime Agency","London","EO","EO","560","550","38280","38790"
"In post","2023","National Crime Agency","London","G6/G7","G6","65","65","76920","76080"
"In post","2023","National Crime Agency","London","G6/G7","G7","135","130","64490","63040"
"In post","2023","National Crime Agency","London","SCS level","SCS level","25","25","108730","96240"
"In post","2023","National Crime Agency","London","SEO/HEO","HEO","455","445","45460","45700"
