"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Charity Commission","Charity Commission","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Operational Delivery","45","[c]","27360","25300"
"New entrant CS","2023","Charity Commission","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","50","[c]","23720","21500"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","70","[c]","38700","37350"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","25","[c]","30700","21570"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","20","[c]","38950","40680"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","100","[c]","23120","21380"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Policy","10","[c]","46250","42200"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","15","[c]","40190","42330"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","15","[c]","45430","42920"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Economics","20","[c]","33100","34110"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Legal","15","[c]","61420","58830"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","80","[c]","44050","34110"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","40","[c]","23970","21780"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Commercial","20","[c]","35450","31640"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Operational Delivery","10","[c]","23410","20740"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","30","[c]","52480","52360"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","155","[c]","25430","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","20","[c]","44520","36380"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Finance","15","[c]","21260","19560"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Legal","270","[c]","42290","40800"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","530","[c]","22720","21890"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Policy","10","[c]","35750","38940"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Commercial","125","[c]","30780","31530"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","65","[c]","30570","32000"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Finance","70","[c]","26190","25000"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","40","[c]","27530","23670"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","250","[c]","31250","32500"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Other","155","[c]","31180","24750"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","165","[c]","33280","32200"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","380","[c]","35620","33250"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","20","[c]","29010","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","25","[c]","29530","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","55","[c]","31870","29500"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","50","[c]","33840","30650"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","115","[c]","32460","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","90","[c]","34370","30650"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","390","[c]","30810","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Security","15","[c]","39780","39890"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","20","[c]","38740","39460"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","50","[c]","32870","34480"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","30","[c]","36260","34410"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","300","[c]","36960","31350"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","15","[c]","41730","34400"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Other","10","[c]","26720","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Policy","85","[c]","34830","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Commercial","15","[c]","35510","37590"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Communications","40","[c]","32960","33950"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","80","[c]","37240","37590"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Finance","15","[c]","41510","37590"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Human Resources","10","[c]","27480","25900"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Delivery","50","[c]","32730","29930"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Policy","100","[c]","32320","30330"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Project Delivery","60","[c]","43000","51360"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Social Research","15","[c]","27840","22140"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","40","[c]","34830","36610"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","35","[c]","35980","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","175","[c]","41790","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","15","[c]","44030","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","30","[c]","44200","40630"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","50","[c]","44210","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","505","[c]","40150","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","65","[c]","37290","30320"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Commercial","15","[c]","35340","35010"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Communications","25","[c]","41510","35700"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","55","[c]","44500","37950"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Economics","20","[c]","32780","35010"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Human Resources","30","[c]","32080","29500"
"New entrant CS","2023","Department for International Trade","Department for International Trade","International Trade","495","[c]","41090","40460"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","20","[c]","31840","29280"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Other","15","[c]","39110","32150"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Policy","25","[c]","36570","35010"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Project Delivery","10","[c]","35540","35010"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Unknown","45","[c]","26560","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","15","[c]","42630","40800"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","20","[c]","34330","31290"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","115","[c]","38230","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","45","[c]","30570","28000"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Commercial","10","[c]","36160","33670"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","10","[c]","42210","35390"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Economics","25","[c]","30040","28000"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","10","[c]","34150","29690"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Policy","50","[c]","38970","35400"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","15","[c]","45520","43320"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","135","[c]","36560","34390"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","25","[c]","37000","38470"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","310","[c]","27160","25610"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","395","[c]","41850","39000"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","55","[c]","32370","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","25","[c]","37630","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","15","[c]","35080","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","1640","[c]","24760","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","460","[c]","22290","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","95","[c]","31530","31620"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","35","[c]","37580","36650"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","30","[c]","42770","39500"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","30","[c]","36740","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","10","[c]","31320","30360"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","230","[c]","31000","28120"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","215","[c]","36410","34190"
"New entrant CS","2023","Disclosure Scotland","Scottish Government","Unknown","30","[c]","28060","22180"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","40","[c]","34870","30810"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","570","[c]","21720","22500"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","10","[c]","34590","31350"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","20","[c]","26870","26270"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
