"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","West Midlands (England)","West Midlands","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Disclosure Scotland","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Licensing Agency","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Licensing Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Licensing Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education Scotland","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","FCDO Services","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","FCDO Services","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Scotland","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Scotland","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Actuary's Department","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Commercial Organisation","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Commercial Organisation","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Commercial Organisation","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Commercial Organisation","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
