"Status","Year","Disability","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Medicine","Outside London","40","35","47520","40590"
"In post","2023","Declared non-disabled","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Operational Delivery","London","520","480","35090","32520"
"In post","2023","Declared non-disabled","Unknown","Operational Delivery","Outside London","3515","3110","28680","28120"
"In post","2023","Declared non-disabled","Unknown","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Other","London","40","40","42340","36480"
"In post","2023","Declared non-disabled","Unknown","Other","Outside London","190","175","31050","28120"
"In post","2023","Declared non-disabled","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Policy","London","175","165","52800","54330"
"In post","2023","Declared non-disabled","Unknown","Policy","Outside London","90","85","45130","41700"
"In post","2023","Declared non-disabled","Unknown","Policy","Overseas","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","Outside London","165","160","44520","41800"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Property","London","30","30","36150","32520"
"In post","2023","Declared non-disabled","Unknown","Property","Outside London","140","125","35150","32260"
"In post","2023","Declared non-disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Psychology","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Science and Engineering","London","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Science and Engineering","Outside London","245","235","42830","40790"
"In post","2023","Declared non-disabled","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Security","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Security","Outside London","105","100","31910","28120"
"In post","2023","Declared non-disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Social Research","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Social Research","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Statistics","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Tax","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Tax","Outside London","75","70","38550","35000"
"In post","2023","Declared non-disabled","Unknown","Unknown","London","45","45","51700","47690"
"In post","2023","Declared non-disabled","Unknown","Unknown","Outside London","90","85","36040","29560"
"In post","2023","Declared non-disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Veterinarian","Outside London","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","White","Commercial","London","715","700","66450","60920"
"In post","2023","Declared non-disabled","White","Commercial","Outside London","3290","3170","45510","41000"
"In post","2023","Declared non-disabled","White","Commercial","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","White","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","White","Communications","London","870","845","51980","48750"
"In post","2023","Declared non-disabled","White","Communications","Outside London","1280","1205","39570","37710"
"In post","2023","Declared non-disabled","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Corporate Finance","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Corporate Finance","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Counter Fraud","London","620","590","41260","39150"
"In post","2023","Declared non-disabled","White","Counter Fraud","Outside London","4440","4060","30280","28120"
"In post","2023","Declared non-disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Digital, Data and Technology","London","1880","1840","55370","56080"
"In post","2023","Declared non-disabled","White","Digital, Data and Technology","Outside London","9480","9185","43240","39660"
"In post","2023","Declared non-disabled","White","Digital, Data and Technology","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","White","Digital, Data and Technology","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Economics","London","755","740","54820","55370"
"In post","2023","Declared non-disabled","White","Economics","Outside London","265","260","45900","39930"
"In post","2023","Declared non-disabled","White","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Finance","London","965","935","56850","55720"
"In post","2023","Declared non-disabled","White","Finance","Outside London","4365","4150","41350","38080"
"In post","2023","Declared non-disabled","White","Finance","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Geography","Outside London","275","260","33680","34370"
"In post","2023","Declared non-disabled","White","Human Resources","London","1260","1215","53210","53470"
"In post","2023","Declared non-disabled","White","Human Resources","Outside London","5650","5385","37610","34300"
"In post","2023","Declared non-disabled","White","Human Resources","Overseas","30","30","52560","42940"
"In post","2023","Declared non-disabled","White","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Inspector of Education and Training","London","65","65","72290","77470"
"In post","2023","Declared non-disabled","White","Inspector of Education and Training","Outside London","770","755","67660","77470"
"In post","2023","Declared non-disabled","White","Intelligence Analysis","London","595","580","42230","38680"
"In post","2023","Declared non-disabled","White","Intelligence Analysis","Outside London","1240","1185","31410","28480"
"In post","2023","Declared non-disabled","White","Intelligence Analysis","Overseas","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Internal Audit","London","70","65","60440","55530"
"In post","2023","Declared non-disabled","White","Internal Audit","Outside London","315","300","47540","44930"
"In post","2023","Declared non-disabled","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","White","International Trade","London","540","535","52420","55370"
"In post","2023","Declared non-disabled","White","International Trade","Outside London","255","245","43340","41780"
"In post","2023","Declared non-disabled","White","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Knowledge and Information Management","London","370","355","43650","39150"
"In post","2023","Declared non-disabled","White","Knowledge and Information Management","Outside London","1000","940","34150","31280"
"In post","2023","Declared non-disabled","White","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Legal","London","2095","1960","60790","62590"
"In post","2023","Declared non-disabled","White","Legal","Outside London","3840","3565","50800","52360"
"In post","2023","Declared non-disabled","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Medicine","London","90","80","76020","70260"
"In post","2023","Declared non-disabled","White","Medicine","Outside London","1030","905","53470","41660"
"In post","2023","Declared non-disabled","White","Medicine","Overseas","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Operational Delivery","London","9805","9290","39500","35000"
"In post","2023","Declared non-disabled","White","Operational Delivery","Outside London","126300","115395","29660","28120"
"In post","2023","Declared non-disabled","White","Operational Delivery","Overseas","150","150","47090","47330"
"In post","2023","Declared non-disabled","White","Operational Delivery","Unknown","280","260","30510","28120"
"In post","2023","Declared non-disabled","White","Operational Research","London","165","160","55480","55740"
"In post","2023","Declared non-disabled","White","Operational Research","Outside London","330","315","45580","44120"
"In post","2023","Declared non-disabled","White","Other","London","910","870","50520","40260"
"In post","2023","Declared non-disabled","White","Other","Outside London","6855","6375","32380","28120"
"In post","2023","Declared non-disabled","White","Other","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","White","Other","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","White","Planning","London","60","60","52070","54500"
"In post","2023","Declared non-disabled","White","Planning","Outside London","90","80","45890","40300"
"In post","2023","Declared non-disabled","White","Planning Inspectors","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","White","Planning Inspectors","Outside London","335","300","57970","60050"
"In post","2023","Declared non-disabled","White","Policy","London","9735","9455","54620","55120"
"In post","2023","Declared non-disabled","White","Policy","Outside London","6230","5980","44980","39970"
"In post","2023","Declared non-disabled","White","Policy","Overseas","985","985","53580","53750"
