"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","20","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Commercial","20","20","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Economics","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Finance","40","40","53280","55790"
"In post","2023","Asian","Department for Transport (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Policy","85","85","48340","44570"
"In post","2023","Asian","Department for Transport (excl. agencies)","Project Delivery","50","45","49290","47990"
"In post","2023","Asian","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Security","10","10","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Unknown","65","65","41950","35400"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Commercial","60","55","37840","34570"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Counter Fraud","665","615","29330","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","250","245","43370","39330"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Economics","5","5","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Finance","85","85","39210","38470"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Human Resources","50","45","37730","37990"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Operational Delivery","5830","5200","28100","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Other","505","440","25380","21690"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Policy","115","110","41320","39150"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Project Delivery","100","95","37490","34970"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Property","15","15","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Security","30","30","39020","38810"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Unknown","55","50","29800","28120"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Finance","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Human Resources","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Medicine","5","5","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Policy","25","25","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Unknown","180","175","45120","41950"
"In post","2023","Asian","Disclosure Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Medicine","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Operational Delivery","105","95","22700","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Finance","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Operational Delivery","120","115","29130","28590"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Finance","30","30","46370","42170"
"In post","2023","Asian","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Operational Delivery","35","30","37760","34380"
"In post","2023","Asian","Education and Skills Funding Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Statistics","5","5","[c]","[c]"
"In post","2023","Asian","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Commercial","5","5","[c]","[c]"
"In post","2023","Asian","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Knowledge and Information Management","[c]","[c]","[c]","[c]"
