"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","HM Courts and Tribunals Service","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","London","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","170","155","24520","21780"
"In post","2023","Mixed","HM Courts and Tribunals Service","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","Outside London","Heterosexual / straight","45","40","29250","28080"
"In post","2023","Mixed","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","London","Heterosexual / straight","290","280","36180","34820"
"In post","2023","Mixed","HM Prison and Probation Service","London","LGBO","25","25","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","London","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","Outside London","Heterosexual / straight","940","900","32010","30440"
"In post","2023","Mixed","HM Prison and Probation Service","Outside London","LGBO","140","130","30420","28880"
"In post","2023","Mixed","HM Prison and Probation Service","Outside London","Undeclared","65","60","34870","32920"
"In post","2023","Mixed","HM Prison and Probation Service","Outside London","Unknown","35","35","34910","32920"
"In post","2023","Mixed","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","190","185","48140","39790"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","London","Undeclared","20","15","[c]","[c]"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","London","Unknown","35","30","43970","39790"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","Heterosexual / straight","530","510","33640","28130"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","LGBO","70","65","31390","28130"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","Undeclared","45","45","34050","28130"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","70","65","33590","32070"
"In post","2023","Mixed","HM Treasury (excl. agencies)","London","Heterosexual / straight","65","65","48140","53550"
"In post","2023","Mixed","HM Treasury (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","HM Treasury (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Treasury (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Treasury (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Treasury (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","Outside London","Heterosexual / straight","40","40","42620","40790"
"In post","2023","Mixed","Health and Safety Executive","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","London","Heterosexual / straight","325","310","40310","36180"
"In post","2023","Mixed","Home Office","London","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","Home Office","London","Undeclared","30","25","35930","33820"
"In post","2023","Mixed","Home Office","London","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Home Office","Outside London","Heterosexual / straight","275","250","29850","26010"
"In post","2023","Mixed","Home Office","Outside London","LGBO","30","30","29430","25880"
"In post","2023","Mixed","Home Office","Outside London","Undeclared","30","25","28460","25980"
"In post","2023","Mixed","Home Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Home Office","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Mixed","Met Office","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Met Office","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
