"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Defence Equipment and Support","Ministry of Defence","245","[c]","38480","35000"
"New entrant CS","2023","40-49","Defence Science and Technology Laboratory","Ministry of Defence","105","[c]","38750","39890"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","35","[c]","50710","38660"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Education (excl. agencies)","Department for Education","80","[c]","43300","37590"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","140","[c]","47810","49400"
"New entrant CS","2023","40-49","Department for International Trade","Department for International Trade","110","[c]","43340","41910"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","25","[c]","51150","40140"
"New entrant CS","2023","40-49","Department for Transport (excl. agencies)","Department for Transport","35","[c]","42520","39820"
"New entrant CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","640","[c]","30350","28120"
"New entrant CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","25","[c]","47840","41950"
"New entrant CS","2023","40-49","Disclosure Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Driver and Vehicle Licensing Agency","Department for Transport","80","[c]","22800","22500"
"New entrant CS","2023","40-49","Driver and Vehicle Standards Agency","Department for Transport","140","[c]","27850","26780"
"New entrant CS","2023","40-49","Education Scotland","Scottish Government","15","[c]","53220","52360"
"New entrant CS","2023","40-49","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Estyn","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","Food Standards Agency","40","[c]","33650","32130"
"New entrant CS","2023","40-49","Food Standards Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Commercial Organisation","Cabinet Office","35","[c]","80960","70960"
"New entrant CS","2023","40-49","Government Internal Audit Agency","HM Treasury","10","[c]","50940","43600"
"New entrant CS","2023","40-49","Government Legal Department","Attorney General's Departments","35","[c]","51770","52020"
"New entrant CS","2023","40-49","Government Property Agency","Cabinet Office","25","[c]","52210","52010"
"New entrant CS","2023","40-49","HM Courts and Tribunals Service","Ministry of Justice","225","[c]","24530","21780"
"New entrant CS","2023","40-49","HM Land Registry","HM Land Registry","65","[c]","29960","23390"
"New entrant CS","2023","40-49","HM Prison and Probation Service","Ministry of Justice","1685","[c]","26890","26630"
"New entrant CS","2023","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","760","[c]","30580","22520"
"New entrant CS","2023","40-49","HM Treasury (excl. agencies)","HM Treasury","25","[c]","37780","30240"
"New entrant CS","2023","40-49","Health and Safety Executive","Department for Work and Pensions","60","[c]","41730","40790"
"New entrant CS","2023","40-49","Home Office","Home Office","1250","[c]","27330","25750"
"New entrant CS","2023","40-49","Institute for Apprenticeships and Technical Education","Department for Education","10","[c]","41470","37710"
"New entrant CS","2023","40-49","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","20","[c]","49260","43680"
"New entrant CS","2023","40-49","Legal Aid Agency","Ministry of Justice","15","[c]","21780","21780"
"New entrant CS","2023","40-49","Maritime and Coastguard Agency","Department for Transport","35","[c]","31760","24640"
"New entrant CS","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","[c]","46970","41190"
"New entrant CS","2023","40-49","Met Office","Department for Business, Energy and Industrial Strategy","45","[c]","37350","37420"
"New entrant CS","2023","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","675","[c]","34230","28010"
"New entrant CS","2023","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","120","[c]","42870","37730"
"New entrant CS","2023","40-49","National Crime Agency","National Crime Agency","85","[c]","41060","38480"
"New entrant CS","2023","40-49","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Records of Scotland","Scottish Government","15","[c]","42270","33520"
"New entrant CS","2023","40-49","National Savings and Investments","Chancellor's other departments","10","[c]","44960","40300"
"New entrant CS","2023","40-49","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","145","[c]","59650","62780"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","100","[c]","46530","42620"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","15","[c]","43350","38380"
"New entrant CS","2023","40-49","Office of Rail and Road","Office of Rail and Road","10","[c]","56300","54240"
"New entrant CS","2023","40-49","Office of the Public Guardian","Ministry of Justice","50","[c]","23390","21780"
"New entrant CS","2023","40-49","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Planning Inspectorate","Department for Levelling Up, Housing and Communities","45","[c]","41410","41840"
"New entrant CS","2023","40-49","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Registers of Scotland","Scottish Government","15","[c]","32960","26410"
"New entrant CS","2023","40-49","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Royal Fleet Auxiliary","Ministry of Defence","15","[c]","23730","17660"
"New entrant CS","2023","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","85","[c]","23250","22150"
"New entrant CS","2023","40-49","Scottish Courts and Tribunals Service","Scottish Government","35","[c]","27400","23190"
"New entrant CS","2023","40-49","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government (excl. agencies)","Scottish Government","175","[c]","45780","41640"
"New entrant CS","2023","40-49","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Prison Service","Scottish Government","45","[c]","31820","31290"
"New entrant CS","2023","40-49","Scottish Public Pensions Agency","Scottish Government","10","[c]","29970","25710"
"New entrant CS","2023","40-49","Serious Fraud Office","Attorney General's Departments","10","[c]","51970","55550"
"New entrant CS","2023","40-49","Social Security Scotland","Scottish Government","405","[c]","29680","29100"
"New entrant CS","2023","40-49","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Student Awards Agency for Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Submarine Delivery Agency","Ministry of Defence","40","[c]","41590","40880"
"New entrant CS","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","10","[c]","32560","31620"
"New entrant CS","2023","40-49","The National Archives","The National Archives","20","[c]","38730","34970"
"New entrant CS","2023","40-49","Transport Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","UK Export Finance","20","[c]","57070","52190"
"New entrant CS","2023","40-49","UK Health Security Agency","Department of Health and Social Care","175","[c]","47350","43590"
"New entrant CS","2023","40-49","UK Hydrographic Office","Ministry of Defence","20","[c]","35670","34370"
"New entrant CS","2023","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","UK Statistics Authority","155","[c]","35480","31060"
"New entrant CS","2023","40-49","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Valuation Office Agency","HM Revenue and Customs","60","[c]","27780","22520"
"New entrant CS","2023","40-49","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Water Services Regulation Authority","15","[c]","63940","65000"
"New entrant CS","2023","40-49","Welsh Government (excl. agencies)","Welsh Government","55","[c]","40810","41700"
"New entrant CS","2023","40-49","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","70","[c]","26010","24920"
"New entrant CS","2023","50-59","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Cabinet Office","65","[c]","52220","39960"
"New entrant CS","2023","50-59","Central Civil Service Fast Stream","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Charity Commission","10","[c]","30800","30170"
"New entrant CS","2023","50-59","Companies House","Department for Business, Energy and Industrial Strategy","45","[c]","32080","25610"
"New entrant CS","2023","50-59","Competition and Markets Authority","Competition and Markets Authority","15","[c]","50360","44810"
"New entrant CS","2023","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","25","[c]","28840","22180"
"New entrant CS","2023","50-59","Crown Prosecution Service","Attorney General's Departments","70","[c]","34580","27550"
