"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Crown Prosecution Service","Project Delivery","10","10","33590","32070"
"In post","2023","20-29","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","Science and Engineering","40","40","22440","19840"
"In post","2023","20-29","Defence Equipment and Support","Commercial","175","175","30730","31920"
"In post","2023","20-29","Defence Equipment and Support","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Digital, Data and Technology","80","80","29610","28620"
"In post","2023","20-29","Defence Equipment and Support","Finance","150","145","26770","25750"
"In post","2023","20-29","Defence Equipment and Support","Human Resources","40","40","26230","22390"
"In post","2023","20-29","Defence Equipment and Support","Operational Delivery","250","250","27790","28600"
"In post","2023","20-29","Defence Equipment and Support","Other","160","155","27910","25490"
"In post","2023","20-29","Defence Equipment and Support","Project Delivery","360","355","30670","31920"
"In post","2023","20-29","Defence Equipment and Support","Science and Engineering","590","590","30470","31920"
"In post","2023","20-29","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Commercial","25","25","26930","24630"
"In post","2023","20-29","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Human Resources","20","20","26060","24630"
"In post","2023","20-29","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Operational Delivery","65","65","28500","28360"
"In post","2023","20-29","Defence Science and Technology Laboratory","Operational Research","95","95","32930","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Other","95","95","29870","28360"
"In post","2023","20-29","Defence Science and Technology Laboratory","Project Delivery","70","70","31430","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Science and Engineering","775","775","31980","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Security","10","10","29780","27640"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","45","45","42490","41060"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","15","15","35370","34410"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","150","150","40590","35700"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","15","15","45810","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","30","30","39650","37470"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","140","140","40920","40600"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","1595","1590","43400","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","20","20","48350","53310"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","10","10","42850","44390"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","15","15","39650","38120"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","40","40","46180","39880"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","15","15","43740","42980"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","15","15","35880","31910"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","25","25","29630","27780"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","420","420","40450","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","30","30","44030","38510"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","10","10","43170","39620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Commercial","40","40","32870","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Communications","65","65","36420","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","155","155","36230","31320"
"In post","2023","20-29","Department for Education (excl. agencies)","Economics","50","50","42880","43250"
"In post","2023","20-29","Department for Education (excl. agencies)","Finance","65","65","36690","31060"
"In post","2023","20-29","Department for Education (excl. agencies)","Human Resources","35","35","28980","26940"
"In post","2023","20-29","Department for Education (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","170","165","34450","30710"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Research","30","30","40090","37870"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","525","520","39060","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Project Delivery","145","145","38130","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Social Research","45","45","43100","43250"
"In post","2023","20-29","Department for Education (excl. agencies)","Statistics","55","55","40880","43250"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","15","15","33400","31100"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","55","55","34270","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","95","95","34300","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","25","25","40500","34810"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","45","45","35160","31640"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","35","35","35700","32490"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","10","10","42150","40370"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","10","10","31310","29080"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","945","935","37330","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","45","45","32020","30320"
"In post","2023","20-29","Department for International Trade","Commercial","15","15","36630","35010"
"In post","2023","20-29","Department for International Trade","Communications","40","40","40490","41550"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","50","50","44030","40650"
"In post","2023","20-29","Department for International Trade","Economics","110","110","42630","41550"
"In post","2023","20-29","Department for International Trade","Finance","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Human Resources","40","40","35580","32490"
"In post","2023","20-29","Department for International Trade","International Trade","580","575","40830","41550"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","60","60","40930","41310"
"In post","2023","20-29","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Other","40","40","39780","35010"
"In post","2023","20-29","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","110","110","42070","41550"
"In post","2023","20-29","Department for International Trade","Project Delivery","25","25","42030","41550"
"In post","2023","20-29","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","15","15","38710","35010"
"In post","2023","20-29","Department for International Trade","Statistics","30","30","42220","41550"
"In post","2023","20-29","Department for International Trade","Unknown","15","15","33870","32570"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","20","20","34800","31290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","25","25","45980","45590"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","35","35","44800","51550"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","15","15","46730","49700"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","25","25","37420","32120"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","10","10","38500","34790"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","65","60","36970","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","20","20","36470","34490"
