"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","National Savings and Investments","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Economics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Economics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6/G7","Female","80","[c]","75870","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6/G7","Male","55","[c]","75870","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO/HEO","Female","120","[c]","49730","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","Female","10","[c]","[c]","[c]"
