"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Building Digital UK","Other","SEO/HEO","15","15","34150","34710"
"In post","2023","20-29","Building Digital UK","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Project Delivery","G6/G7","15","15","53530","52900"
"In post","2023","20-29","Building Digital UK","Project Delivery","SEO/HEO","10","10","34710","35040"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","EO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","SEO/HEO","15","15","35640","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","SEO/HEO","25","25","37970","35870"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","10","10","27630","28370"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","80","80","56170","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","80","80","37230","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Economics","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Economics","SEO/HEO","10","10","35530","35440"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","EO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","SEO/HEO","15","15","37680","37290"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","AA/AO","35","35","21820","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","EO","40","40","26380","25010"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","G6/G7","15","15","56200","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","55","55","34430","34020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","G6/G7","45","45","57120","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","SEO/HEO","80","75","38910","40600"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","SEO/HEO","10","10","35450","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","AA/AO","10","10","22090","21830"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","EO","10","10","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","SEO/HEO","15","15","36540","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","AA/AO","80","75","23140","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","EO","185","185","27050","28050"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","G6/G7","125","125","56760","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","235","235","37150","35650"
"In post","2023","20-29","Central Civil Service Fast Stream","Commercial","SEO/HEO","80","80","30370","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Communications","SEO/HEO","10","10","33660","34250"
"In post","2023","20-29","Central Civil Service Fast Stream","Digital, Data and Technology","SEO/HEO","115","115","30610","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Finance","SEO/HEO","75","75","31120","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Project Delivery","SEO/HEO","225","225","30620","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Property","SEO/HEO","30","30","29660","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Science and Engineering","SEO/HEO","95","95","30290","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Statistics","SEO/HEO","100","100","31030","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","SEO/HEO","735","735","30630","30130"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","EO","10","10","25940","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AA/AO","15","15","21470","22150"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","30","30","25950","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","30","30","30680","30350"
"In post","2023","20-29","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","AA/AO","10","10","21500","21100"
"In post","2023","20-29","Charity Commission","Operational Delivery","EO","20","20","25340","25300"
"In post","2023","20-29","Charity Commission","Operational Delivery","SEO/HEO","20","20","31460","30170"
"In post","2023","20-29","Charity Commission","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Counter Fraud","AA/AO","15","15","21950","21380"
"In post","2023","20-29","Companies House","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Digital, Data and Technology","EO","15","15","33500","33440"
"In post","2023","20-29","Companies House","Digital, Data and Technology","SEO/HEO","20","20","37590","37350"
"In post","2023","20-29","Companies House","Finance","AA/AO","10","10","22230","21380"
"In post","2023","20-29","Companies House","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Operational Delivery","AA/AO","45","45","21850","21380"
"In post","2023","20-29","Companies House","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","20-29","Companies House","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","G6/G7","15","15","55550","55130"
"In post","2023","20-29","Competition and Markets Authority","Economics","SEO/HEO","20","20","34590","34110"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","EO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","AA/AO","20","20","23200","23200"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","EO","10","10","27190","27550"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","G6/G7","15","15","57440","56650"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","SEO/HEO","40","40","35680","34110"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","25","25","21780","21780"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Operational Delivery","EO","15","15","25830","25830"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Commercial","EO","10","10","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Commercial","SEO/HEO","50","50","33950","32160"
"In post","2023","20-29","Crown Commercial Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","15","15","36600","39860"
