"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Commercial","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Communications","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","95","90","39620","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Economics","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Finance","35","30","42600","38210"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Human Resources","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Operational Delivery","140","135","43460","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Operational Research","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Policy","235","220","47000","41510"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Project Delivery","100","100","45040","41440"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Social Research","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Statistics","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","110","110","44180","49400"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","55","55","43910","37820"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","55","50","44170","39280"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","500","480","42660","37330"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","65","65","37850","37300"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Economics","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Human Resources","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","International Trade","130","130","46380","41550"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Other","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Policy","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Project Delivery","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","70","65","37620","34310"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
