"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Finance","Central Civil Service Fast Stream","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Education (excl. agencies)","Outside London","15","[c]","46700","51580"
"Leaver Dept.","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","London","10","[c]","44710","40190"
"Leaver Dept.","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","London","25","[c]","50860","40320"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","Outside London","80","[c]","40240","35310"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Driver and Vehicle Licensing Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Education and Skills Funding Agency","Outside London","10","[c]","44250","37590"
"Leaver Dept.","2023","Finance","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Treasury (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Outside London","10","[c]","34880","32160"
"Leaver Dept.","2023","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Defence (excl. agencies)","London","15","[c]","57830","46110"
"Leaver Dept.","2023","Finance","Ministry of Defence (excl. agencies)","Outside London","25","[c]","38820","35830"
"Leaver Dept.","2023","Finance","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","London","15","[c]","45020","38580"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","Outside London","20","[c]","34530","31400"
"Leaver Dept.","2023","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Rural Payments Agency","Outside London","55","[c]","24360","22150"
"Leaver Dept.","2023","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","London","70","[c]","45290","40600"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","Outside London","70","[c]","31980","27100"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Education (excl. agencies)","Outside London","15","[c]","35980","30710"
"Leaver Dept.","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","London","35","[c]","37170","32520"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","70","[c]","34260","31990"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Driver and Vehicle Licensing Agency","Outside London","45","[c]","32370","31660"
"Leaver Dept.","2023","Human Resources","Driver and Vehicle Standards Agency","Outside London","10","[c]","37730","38750"
"Leaver Dept.","2023","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","London","10","[c]","45980","45370"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","London","25","[c]","53720","43460"
"Leaver Dept.","2023","Human Resources","Home Office","Outside London","15","[c]","37780","32640"
"Leaver Dept.","2023","Human Resources","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","London","15","[c]","41030","38020"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Outside London","70","[c]","26210","22220"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","London","25","[c]","46440","43650"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Outside London","50","[c]","40010","41100"
"Leaver Dept.","2023","Human Resources","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Registers of Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","Outside London","15","[c]","33360","31310"
