"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","G6/G7","85","85","64440","60430"
"In post","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","60","60","41940","43320"
"In post","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","1255","1070","22210","21690"
"In post","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","1915","1690","29060","28120"
"In post","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","175","165","59530","56340"
"In post","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","510","485","37260","37520"
"In post","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","95","85","22010","22500"
"In post","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","EO","50","45","27350","27260"
"In post","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","55","55","41820","41990"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","145","135","26040","27490"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","EO","225","215","29810","28120"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","95","95","36530","34400"
"In post","2023","Undeclared","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","Department for Education","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","15","10","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Food Standards Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","115","110","61510","61100"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","25","25","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","105","105","38740","38540"
"In post","2023","Undeclared","Forestry and Land Scotland","Scottish Government","AA/AO","20","15","[c]","[c]"
"In post","2023","Undeclared","Forestry and Land Scotland","Scottish Government","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","G6/G7","60","60","63640","65500"
"In post","2023","Undeclared","Government Commercial Organisation","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","G6/G7","55","50","64600","67600"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","425","380","22410","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","EO","150","140","27760","27150"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","35","35","58370","56740"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","115","110","38550","37680"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","EO","75","65","28550","28080"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","G6/G7","10","5","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","SEO/HEO","130","115","38460","34850"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","AA/AO","495","470","29920","31510"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","EO","160","155","34310","35710"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","190","180","43130","40660"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Unknown","500","460","32810","30840"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","485","420","22960","22520"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","465","420","29560","28130"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","405","385","63580","59290"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","25","20","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","955","910","39020","39110"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","AA/AO","20","15","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","EO","35","30","28530","28270"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","G6/G7","40","35","66790","60820"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","95","95","46280","43680"
"In post","2023","Undeclared","Home Office","Home Office","AA/AO","210","185","23720","22400"
"In post","2023","Undeclared","Home Office","Home Office","EO","780","705","28180","27650"
"In post","2023","Undeclared","Home Office","Home Office","G6/G7","210","210","63220","59880"
"In post","2023","Undeclared","Home Office","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Home Office","Home Office","SEO/HEO","625","590","37530","36310"
"In post","2023","Undeclared","Home Office","Home Office","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","AA/AO","15","10","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","50","45","37940","38270"
