"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Commercial","East Wales","20","15","[c]","[c]"
"In post","2023","Unknown","Commercial","Eastern Scotland","40","40","33170","31290"
"In post","2023","Unknown","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","160","155","40070","33990"
"In post","2023","Unknown","Commercial","Greater Manchester","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2023","Unknown","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Inner London - East","20","20","[c]","[c]"
"In post","2023","Unknown","Commercial","Inner London - West","130","130","54460","54690"
"In post","2023","Unknown","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Lancashire","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Merseyside","35","35","36630","32510"
"In post","2023","Unknown","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Outer London - South","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","Southern Scotland","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","West Central Scotland","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","West Midlands","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","West Yorkshire","20","15","[c]","[c]"
"In post","2023","Unknown","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","East Wales","40","35","37420","36170"
"In post","2023","Unknown","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","40040","37300"
"In post","2023","Unknown","Communications","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Inner London - East","25","25","[c]","[c]"
"In post","2023","Unknown","Communications","Inner London - West","415","410","48230","43970"
"In post","2023","Unknown","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Merseyside","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Outer London - South","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","Inner London - West","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Derbyshire and Nottinghamshire","50","50","33190","28130"
"In post","2023","Unknown","Counter Fraud","Devon","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","East Anglia","30","30","30630","28130"
"In post","2023","Unknown","Counter Fraud","East Wales","45","40","27240","25610"
"In post","2023","Unknown","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Essex","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Greater Manchester","90","90","32490","28130"
"In post","2023","Unknown","Counter Fraud","Hampshire and Isle of Wight","15","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Inner London - East","120","115","38230","39110"
"In post","2023","Unknown","Counter Fraud","Inner London - West","45","45","53000","43230"
"In post","2023","Unknown","Counter Fraud","Kent","15","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Lancashire","15","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Merseyside","15","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Northern Ireland","15","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Northumberland, and Tyne and Wear","55","50","30120","28120"
"In post","2023","Unknown","Counter Fraud","Outer London - East and North East","20","20","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Outer London - South","50","45","38910","38180"
"In post","2023","Unknown","Counter Fraud","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","West Midlands","60","55","33210","28130"
"In post","2023","Unknown","Counter Fraud","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","West Yorkshire","70","65","33490","28130"
"In post","2023","Unknown","Digital, Data and Technology","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","35","35","41820","37350"
"In post","2023","Unknown","Digital, Data and Technology","Cheshire","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Cumbria","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Derbyshire and Nottinghamshire","50","50","39450","34700"
"In post","2023","Unknown","Digital, Data and Technology","Devon","140","135","37660","35230"
"In post","2023","Unknown","Digital, Data and Technology","Dorset and Somerset","65","60","42080","40210"
"In post","2023","Unknown","Digital, Data and Technology","East Anglia","30","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","East Wales","245","240","42360","38000"
"In post","2023","Unknown","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Eastern Scotland","110","110","40550","37060"
"In post","2023","Unknown","Digital, Data and Technology","Essex","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","180","175","42140","37300"
"In post","2023","Unknown","Digital, Data and Technology","Greater Manchester","250","250","44120","39000"
"In post","2023","Unknown","Digital, Data and Technology","Hampshire and Isle of Wight","70","70","41200","37760"
"In post","2023","Unknown","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Inner London - East","185","180","49540","45560"
"In post","2023","Unknown","Digital, Data and Technology","Inner London - West","440","435","50780","46000"
"In post","2023","Unknown","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Lancashire","70","70","44220","39610"
"In post","2023","Unknown","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Merseyside","75","75","39430","35000"
"In post","2023","Unknown","Digital, Data and Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","North Yorkshire","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Northumberland, and Tyne and Wear","310","305","42910","39110"
"In post","2023","Unknown","Digital, Data and Technology","Outer London - East and North East","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Outer London - South","280","275","49050","43210"
"In post","2023","Unknown","Digital, Data and Technology","Outer London - West and North West","45","45","38880","36180"
"In post","2023","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Shropshire and Staffordshire","105","100","39900","35320"
"In post","2023","Unknown","Digital, Data and Technology","South Yorkshire","120","120","48380","51360"
"In post","2023","Unknown","Digital, Data and Technology","Southern Scotland","100","100","41970","37950"
"In post","2023","Unknown","Digital, Data and Technology","Surrey, East and West Sussex","35","35","46870","42140"
"In post","2023","Unknown","Digital, Data and Technology","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","West Central Scotland","40","40","39970","38000"
"In post","2023","Unknown","Digital, Data and Technology","West Midlands","130","125","41540","37680"
"In post","2023","Unknown","Digital, Data and Technology","West Wales and The Valleys","140","140","42160","39490"
"In post","2023","Unknown","Digital, Data and Technology","West Yorkshire","115","110","43920","41780"
"In post","2023","Unknown","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","East Wales","10","10","[c]","[c]"
"In post","2023","Unknown","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Unknown","Economics","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","Inner London - East","30","25","[c]","[c]"
"In post","2023","Unknown","Economics","Inner London - West","225","225","47150","42280"
"In post","2023","Unknown","Economics","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Outer London - South","10","10","[c]","[c]"
"In post","2023","Unknown","Economics","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","West Yorkshire","10","10","[c]","[c]"
