"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Analysis","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","HM Revenue and Customs","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Home Office","Female","45","[c]","32080","32000"
"New entrant CS","2023","Unknown","Analysis","Home Office","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Ministry of Defence","Female","80","[c]","30420","27640"
"New entrant CS","2023","Unknown","Analysis","Ministry of Defence","Male","130","[c]","30510","27330"
"New entrant CS","2023","Unknown","Analysis","Ministry of Justice","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Ministry of Justice","Male","30","[c]","37010","35410"
"New entrant CS","2023","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","UK Statistics Authority","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","UK Statistics Authority","Male","50","[c]","33210","31060"
"New entrant CS","2023","Unknown","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Cabinet Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Cabinet Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Education","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department of Health and Social Care","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department of Health and Social Care","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Home Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Ministry of Defence","Female","105","[c]","31260","27470"
"New entrant CS","2023","Unknown","Commercial","Ministry of Defence","Male","85","[c]","30260","27610"
"New entrant CS","2023","Unknown","Commercial","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","The National Archives","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Cabinet Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Education","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for International Trade","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Transport","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department of Health and Social Care","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Food Standards Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Home Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Home Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Ministry of Defence","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Ministry of Defence","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","National Crime Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
