"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","395","355","29420","28120"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Government Commercial Organisation","Cabinet Office","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Government Legal Department","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Courts and Tribunals Service","Ministry of Justice","85","75","27470","23000"
"In post","2023","Declared disabled","Mixed","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","HM Land Registry","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Prison and Probation Service","Ministry of Justice","310","295","33410","32000"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","135","125","33360","29730"
"In post","2023","Declared disabled","Mixed","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Health and Safety Executive","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Home Office","Home Office","85","80","32860","28730"
"In post","2023","Declared disabled","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Legal Aid Agency","Ministry of Justice","10","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","60","55","40830","34840"
"In post","2023","Declared disabled","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","30","30","47310","43650"
"In post","2023","Declared disabled","Mixed","National Crime Agency","National Crime Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Public Guardian","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Government (excl. agencies)","Scottish Government","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Social Security Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Health Security Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Statistics Authority","UK Statistics Authority","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Valuation Office Agency","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Welsh Government (excl. agencies)","Welsh Government","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
