"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2023","Communications","Coventry","Female","40","40","44780","43370"
"In post","2023","Communications","Coventry","Male","15","15","[c]","[c]"
"In post","2023","Communications","Croydon","Female","20","15","[c]","[c]"
"In post","2023","Communications","Croydon","Male","15","15","[c]","[c]"
"In post","2023","Communications","Darlington","Female","25","20","[c]","[c]"
"In post","2023","Communications","Darlington","Male","10","10","[c]","[c]"
"In post","2023","Communications","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon CC","Female","25","20","[c]","[c]"
"In post","2023","Communications","Devon CC","Male","15","15","[c]","[c]"
"In post","2023","Communications","Dorset","Female","5","5","[c]","[c]"
"In post","2023","Communications","Dorset","Male","10","10","[c]","[c]"
"In post","2023","Communications","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Durham","Female","10","10","[c]","[c]"
"In post","2023","Communications","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Glasgow City","Female","25","25","[c]","[c]"
"In post","2023","Communications","Glasgow City","Male","20","20","[c]","[c]"
"In post","2023","Communications","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester South West","Female","20","15","[c]","[c]"
"In post","2023","Communications","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2023","Communications","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hackney and Newham","Female","25","20","[c]","[c]"
"In post","2023","Communications","Hackney and Newham","Male","10","10","[c]","[c]"
"In post","2023","Communications","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hertfordshire CC","Female","15","15","[c]","[c]"
"In post","2023","Communications","Hertfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Communications","Hounslow and Richmond upon Thames","Female","15","10","[c]","[c]"
"In post","2023","Communications","Hounslow and Richmond upon Thames","Male","5","5","[c]","[c]"
"In post","2023","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lambeth","Female","15","15","[c]","[c]"
"In post","2023","Communications","Lambeth","Male","5","5","[c]","[c]"
"In post","2023","Communications","Lancaster and Wyre","Female","10","10","[c]","[c]"
"In post","2023","Communications","Lancaster and Wyre","Male","5","5","[c]","[c]"
"In post","2023","Communications","Leeds","Female","50","45","45570","43700"
"In post","2023","Communications","Leeds","Male","20","20","[c]","[c]"
"In post","2023","Communications","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire CC","Female","5","5","[c]","[c]"
"In post","2023","Communications","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2023","Communications","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Liverpool","Female","20","20","[c]","[c]"
"In post","2023","Communications","Liverpool","Male","5","5","[c]","[c]"
"In post","2023","Communications","Manchester","Female","50","45","35750","32120"
"In post","2023","Communications","Manchester","Male","35","35","37430","34890"
"In post","2023","Communications","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Communications","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Milton Keynes","Female","10","10","[c]","[c]"
"In post","2023","Communications","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Monmouthshire and Newport","Female","60","55","38350","37720"
"In post","2023","Communications","Monmouthshire and Newport","Male","30","30","[c]","[c]"
"In post","2023","Communications","North Hampshire","Female","5","5","[c]","[c]"
"In post","2023","Communications","North Hampshire","Male","5","5","[c]","[c]"
"In post","2023","Communications","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Nottingham","Female","60","55","41450","40060"
"In post","2023","Communications","Nottingham","Male","25","25","[c]","[c]"
"In post","2023","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","Female","10","10","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Communications","Peterborough","Female","10","5","[c]","[c]"
"In post","2023","Communications","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Plymouth","Female","5","5","[c]","[c]"
"In post","2023","Communications","Plymouth","Male","5","5","[c]","[c]"
"In post","2023","Communications","Portsmouth","Female","30","30","35410","34300"
"In post","2023","Communications","Portsmouth","Male","15","15","[c]","[c]"
"In post","2023","Communications","Powys","Female","5","5","[c]","[c]"
"In post","2023","Communications","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sefton","Female","30","25","[c]","[c]"
"In post","2023","Communications","Sefton","Male","30","30","[c]","[c]"
"In post","2023","Communications","Sheffield","Female","50","45","43240","43250"
"In post","2023","Communications","Sheffield","Male","35","35","40390","39730"
"In post","2023","Communications","Shropshire","Female","5","5","[c]","[c]"
"In post","2023","Communications","Shropshire","Male","5","5","[c]","[c]"
"In post","2023","Communications","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","Female","15","15","[c]","[c]"
"In post","2023","Communications","Somerset CC","Male","5","5","[c]","[c]"
"In post","2023","Communications","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Hampshire","Female","20","20","[c]","[c]"
"In post","2023","Communications","South Hampshire","Male","10","10","[c]","[c]"
"In post","2023","Communications","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Communications","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West Wales","Female","5","5","[c]","[c]"
"In post","2023","Communications","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southampton","Female","15","15","[c]","[c]"
"In post","2023","Communications","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","Female","30","30","37380","34140"
"In post","2023","Communications","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Communications","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Suffolk CC","Female","10","10","[c]","[c]"
"In post","2023","Communications","Suffolk CC","Male","5","5","[c]","[c]"
"In post","2023","Communications","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swansea","Female","45","40","29870","27260"
"In post","2023","Communications","Swansea","Male","40","35","33300","29400"
"In post","2023","Communications","Swindon","Female","[c]","[c]","[c]","[c]"
