"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","FCDO Services","10","[c]","36350","32750"
"Leaver CS","2023","Commercial","Government Commercial Organisation","150","[c]","76560","68040"
"Leaver CS","2023","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","10","[c]","39000","42350"
"Leaver CS","2023","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Met Office","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Defence (excl. agencies)","60","[c]","37580","35800"
"Leaver CS","2023","Commercial","Ministry of Justice (excl. agencies)","25","[c]","34810","35410"
"Leaver CS","2023","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Prison Service","10","[c]","26650","24710"
"Leaver CS","2023","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Submarine Delivery Agency","20","[c]","45720","44000"
"Leaver CS","2023","Commercial","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Export Finance","30","[c]","52230","43000"
"Leaver CS","2023","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Cabinet Office (excl. agencies)","60","[c]","44720","41870"
"Leaver CS","2023","Communications","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","45060","40050"
"Leaver CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","30","[c]","39260","37870"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","35","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for International Trade","10","[c]","43490","41550"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","20","[c]","42850","37970"
"Leaver CS","2023","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","15","[c]","43020","43120"
"Leaver CS","2023","Communications","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","20","[c]","46910","44850"
"Leaver CS","2023","Communications","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","40","[c]","42980","40610"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","15","[c]","39050","37110"
"Leaver CS","2023","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","15","[c]","40730","38000"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","10","[c]","75350","42000"
"Leaver CS","2023","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","15","[c]","43640","34550"
"Leaver CS","2023","Counter Fraud","Companies House","10","[c]","22880","22740"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","395","[c]","27630","28120"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","425","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Serious Fraud Office","35","[c]","47650","42210"
"Leaver CS","2023","Counter Fraud","The Insolvency Service","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","335","[c]","22630","21690"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","510","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","185","[c]","50330","54700"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","15","[c]","30370","30130"
"Leaver CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Companies House","25","[c]","38010","36240"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","15","[c]","58050","53530"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","25","[c]","46230","50240"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","10","[c]","38390","31180"
"Leaver CS","2023","Digital, Data & Technology","Defence Equipment and Support","45","[c]","41130","33650"
